date,home_team,away_team,home_score,away_score
05.02. 20:30,Ma Pau,W Connection,0,2
05.02. 20:30,San Juan Jabloteh,Central FC,0,1
04.02. 20:30,Point Fortin,Defence Force,0,6
04.02. 01:00,Police,Morvant Caledonia Utd,1,1
03.02. 23:00,La Horquetta,Sando,3,3
29.01. 20:30,Morvant Caledonia Utd,Ma Pau,0,2
28.01. 20:30,La Horquetta,Central FC,0,6
28.01. 20:30,Police,Defence Force,3,1
28.01. 01:00,W Connection,San Juan Jabloteh,1,0
27.01. 23:00,Sando,Point Fortin,3,2
24.01. 23:00,Defence Force,Central FC,1,2
22.01. 20:30,Police,Sando,2,4
21.01. 20:30,Central FC,Point Fortin,3,0
21.01. 01:00,Ma Pau,Defence Force,2,0
20.01. 23:00,La Horquetta,San Juan Jabloteh,0,5
20.01. 23:00,Morvant Caledonia Utd,W Connection,0,3
18.01. 20:30,Police,Central FC,0,3
18.01. 01:00,Defence Force,Morvant Caledonia Utd,1,1
17.01. 23:00,La Horquetta,W Connection,0,1
17.01. 23:00,Point Fortin,San Juan Jabloteh,4,2
17.01. 20:30,Ma Pau,Sando,2,2
15.01. 00:00,San Juan Jabloteh,Police,3,1
14.01. 22:00,Morvant Caledonia Utd,Sando,0,1
14.01. 20:30,Central FC,Ma Pau,0,2
14.01. 01:00,Defence Force,W Connection,1,4
13.01. 23:00,La Horquetta,Point Fortin,1,1
10.01. 23:00,Sando,W Connection,1,3
07.01. 20:30,Police,Point Fortin,5,0
07.01. 00:00,San Juan Jabloteh,Morvant Caledonia Utd,1,0
06.01. 22:00,La Horquetta,Ma Pau,5,3
21.12. 01:00,Ma Pau,San Juan Jabloteh,1,1
21.12. 01:00,Police,La Horquetta,1,1
20.12. 23:00,Defence Force,Sando,2,0
20.12. 23:00,Morvant Caledonia Utd,Central FC,0,2
20.12. 23:00,Point Fortin,W Connection,0,4
18.12. 23:00,Defence Force,San Juan Jabloteh,2,1
18.12. 21:00,Ma Pau,Point Fortin,3,1
18.12. 20:30,Morvant Caledonia Utd,La Horquetta,2,0
17.12. 01:00,Sando,Central FC,1,1
16.12. 23:00,Police,W Connection,1,3
14.12. 01:00,Police,Ma Pau,4,4
13.12. 23:00,La Horquetta,Defence Force,0,2
12.12. 23:30,W Connection,Central FC,1,2
09.12. 23:00,Morvant Caledonia Utd,Point Fortin,2,2
09.12. 23:00,San Juan Jabloteh,Sando,2,0
07.12. 01:00,W Connection,Ma Pau,4,2
06.12. 23:00,Defence Force,Point Fortin,7,2
04.12. 23:00,Morvant Caledonia Utd,Police,1,3
04.12. 22:00,Sando,La Horquetta,3,1
02.12. 23:00,Central FC,San Juan Jabloteh,2,1
29.11. 23:00,Point Fortin,Sando,0,2
29.11. 20:30,Central FC,La Horquetta,3,2
25.11. 23:00,San Juan Jabloteh,W Connection,0,3
23.11. 01:00,Defence Force,Police,0,2
22.11. 23:00,Ma Pau,Morvant Caledonia Utd,1,0
20.11. 21:00,San Juan Jabloteh,La Horquetta,1,1
19.11. 23:30,Point Fortin,Central FC,1,4
19.11. 21:00,Ma Pau,Defence Force,0,1
19.11. 01:00,Sando,Police,2,1
18.11. 23:00,W Connection,Morvant Caledonia Utd,3,1
06.11. 23:00,Sando,Ma Pau,3,5
06.11. 21:00,San Juan Jabloteh,Point Fortin,5,1
06.11. 20:45,Morvant Caledonia Utd,Defence Force,1,1
05.11. 01:00,Central FC,Police,2,1
04.11. 23:00,W Connection,La Horquetta,4,0
01.11. 23:00,Police,San Juan Jabloteh,2,3
30.10. 23:30,Point Fortin,La Horquetta,0,4
30.10. 21:00,Sando,Morvant Caledonia Utd,3,3
29.10. 02:00,Central FC,Ma Pau,0,0
29.10. 00:00,W Connection,Defence Force,2,0
26.10. 02:00,Central FC,Morvant Caledonia Utd,2,1
26.10. 00:00,W Connection,Point Fortin,7,0
23.10. 23:00,San Juan Jabloteh,Ma Pau,1,0
22.10. 02:00,La Horquetta,Police,2,0
22.10. 00:00,Sando,Defence Force,3,2
19.10. 02:00,Ma Pau,La Horquetta,3,0
19.10. 00:00,Point Fortin,Police,2,2
16.10. 23:00,Morvant Caledonia Utd,San Juan Jabloteh,2,4
15.10. 01:30,Central FC,Defence Force,4,1
14.10. 23:00,W Connection,Sando,2,1
12.10. 00:00,W Connection,Police,2,2
10.10. 00:00,San Juan Jabloteh,Defence Force,1,2
09.10. 22:00,La Horquetta,Morvant Caledonia Utd,1,1
08.10. 01:30,Point Fortin,Ma Pau,0,2
07.10. 23:00,Central FC,Sando,2,1
05.10. 02:00,Central FC,W Connection,2,1
05.10. 00:00,Ma Pau,Police,1,5
02.10. 21:30,Defence Force,La Horquetta,0,2
01.10. 01:30,Point Fortin,Morvant Caledonia Utd,1,3
30.09. 23:00,Sando,San Juan Jabloteh,0,1
