date,home_team,away_team,home_score,away_score
25.06. 00:15,Defence Force,Port Of Spain,2,1
24.06. 22:00,Police,La Horquetta,1,0
24.06. 22:00,Sando,Point Fortin,2,0
21.06. 22:00,Prison Service,San Juan Jabloteh,2,4
17.06. 22:00,Central FC,W Connection,3,1
17.06. 22:00,Eagles FC,Morvant Caledonia Utd,1,2
17.06. 22:00,Prison Service,Port Of Spain,0,6
15.06. 01:15,La Horquetta,Defence Force,2,4
15.06. 01:15,Point Fortin,Prison Service,2,2
14.06. 23:00,Port Of Spain,Sando,3,2
14.06. 23:00,San Juan Jabloteh,Eagles FC,3,1
14.06. 23:00,W Connection,Police,0,3
14.06. 22:00,Morvant Caledonia Utd,Central FC,0,1
12.06. 00:15,Morvant Caledonia Utd,Prison Service,3,1
11.06. 23:00,San Juan Jabloteh,Sando,1,1
11.06. 22:00,Defence Force,Point Fortin,3,1
11.06. 01:15,Police,Port Of Spain,1,1
11.06. 00:00,W Connection,La Horquetta,0,4
10.06. 23:00,Central FC,Eagles FC,3,1
08.06. 23:00,San Juan Jabloteh,Morvant Caledonia Utd,3,2
04.06. 22:00,Defence Force,Police,1,1
04.06. 22:00,Sando,La Horquetta,1,0
03.06. 22:00,Eagles FC,Point Fortin,0,2
03.06. 22:00,Morvant Caledonia Utd,W Connection,0,1
02.06. 23:00,Central FC,San Juan Jabloteh,1,5
29.05. 00:00,Point Fortin,Central FC,1,0
28.05. 22:00,La Horquetta,Prison Service,4,1
28.05. 22:00,Police,Sando,2,1
28.05. 22:00,Port Of Spain,Eagles FC,4,0
28.05. 22:00,W Connection,Defence Force,0,3
26.05. 01:15,Central FC,Port Of Spain,2,3
26.05. 01:15,Morvant Caledonia Utd,Point Fortin,0,3
25.05. 23:00,Eagles FC,La Horquetta,1,4
25.05. 23:00,Prison Service,Police,1,3
25.05. 23:00,San Juan Jabloteh,W Connection,2,2
25.05. 22:00,Sando,Defence Force,0,2
23.05. 00:00,La Horquetta,Police,2,5
22.05. 00:15,Point Fortin,San Juan Jabloteh,3,2
21.05. 22:00,W Connection,Sando,1,2
20.05. 01:15,La Horquetta,Central FC,6,1
20.05. 01:15,Police,Eagles FC,2,1
19.05. 23:00,Defence Force,Prison Service,4,1
19.05. 23:00,Port Of Spain,Morvant Caledonia Utd,5,1
17.05. 01:15,Police,Central FC,0,1
16.05. 23:00,Defence Force,La Horquetta,1,0
14.05. 22:00,Sando,Prison Service,3,0
14.05. 01:15,Eagles FC,Defence Force,0,2
14.05. 00:00,Point Fortin,W Connection,0,0
13.05. 23:00,Morvant Caledonia Utd,La Horquetta,3,2
13.05. 23:00,San Juan Jabloteh,Port Of Spain,1,3
11.05. 01:15,La Horquetta,San Juan Jabloteh,1,0
11.05. 01:15,W Connection,Prison Service,2,0
11.05. 00:00,Police,Morvant Caledonia Utd,4,2
10.05. 23:00,Defence Force,Central FC,3,0
10.05. 23:00,Port Of Spain,Point Fortin,2,0
10.05. 22:00,Sando,Eagles FC,1,0
08.05. 00:15,Central FC,Sando,1,5
08.05. 00:00,Point Fortin,La Horquetta,0,1
07.05. 22:00,San Juan Jabloteh,Police,2,5
07.05. 01:15,Morvant Caledonia Utd,Defence Force,1,3
06.05. 23:00,Eagles FC,Prison Service,0,2
06.05. 23:00,Port Of Spain,W Connection,3,0
04.05. 01:15,La Horquetta,Port Of Spain,3,2
04.05. 01:15,Prison Service,Central FC,0,3
04.05. 00:00,Police,Point Fortin,1,1
03.05. 23:00,Defence Force,San Juan Jabloteh,2,2
03.05. 23:00,W Connection,Eagles FC,1,1
03.05. 22:00,Sando,Morvant Caledonia Utd,3,1
30.04. 22:00,Eagles FC,W Connection,0,3
30.04. 22:00,Port Of Spain,La Horquetta,2,1
29.04. 22:00,Morvant Caledonia Utd,Sando,0,1
29.04. 22:00,Point Fortin,Police,2,1
29.04. 01:15,San Juan Jabloteh,Defence Force,1,2
28.04. 23:00,Central FC,Prison Service,3,0
26.04. 22:00,Eagles FC,Sando,1,4
