date,home_team,away_team,home_score,away_score
11.05. 02:00,Defence Force,T&TEC,4,0
11.05. 02:00,Morvant Caledonia Utd,La Horquetta,3,0
11.05. 00:00,Police,W Connection,0,5
11.05. 00:00,Port Of Spain,Central FC,1,0
07.05. 02:00,Central FC,Morvant Caledonia Utd,2,1
07.05. 02:00,La Horquetta,Police,1,1
07.05. 00:00,T&TEC,Port Of Spain,0,5
07.05. 00:00,W Connection,Defence Force,4,0
06.04. 21:00,Port Of Spain,La Horquetta,1,1
06.04. 21:00,T&TEC,W Connection,0,4
06.04. 02:00,Defence Force,Central FC,3,0
06.04. 00:00,Police,Morvant Caledonia Utd,0,2
03.04. 02:00,Morvant Caledonia Utd,T&TEC,4,1
03.04. 00:00,Police,Defence Force,0,2
02.04. 23:00,La Horquetta,Central FC,1,1
02.04. 23:00,W Connection,Port Of Spain,0,1
16.03. 22:00,Central FC,T&TEC,5,0
16.03. 22:00,Port Of Spain,Police,2,2
16.03. 01:00,Morvant Caledonia Utd,Defence Force,0,0
15.03. 23:00,W Connection,La Horquetta,3,0
14.03. 01:00,W Connection,Central FC,1,0
13.03. 23:00,Morvant Caledonia Utd,Port Of Spain,1,3
09.03. 01:00,Defence Force,Port Of Spain,0,1
09.03. 01:00,W Connection,Morvant Caledonia Utd,0,1
08.03. 23:00,Central FC,Police,4,2
08.03. 23:00,T&TEC,La Horquetta,2,0
07.03. 00:00,Port Of Spain,Central FC,0,0
03.03. 00:00,La Horquetta,Defence Force,0,3
02.03. 23:00,T&TEC,Police,0,3
27.02. 23:00,La Horquetta,Police,3,3
24.02. 00:00,Central FC,Port Of Spain,2,1
23.02. 22:00,La Horquetta,Morvant Caledonia Utd,2,4
23.02. 01:00,Police,W Connection,2,5
22.02. 23:00,T&TEC,Defence Force,1,1
21.02. 01:00,W Connection,Central FC,1,0
20.02. 23:00,Morvant Caledonia Utd,La Horquetta,2,1
17.02. 00:00,Central FC,Morvant Caledonia Utd,3,2
16.02. 22:00,T&TEC,Port Of Spain,1,3
16.02. 01:00,W Connection,Defence Force,1,2
03.02. 00:00,W Connection,T&TEC,3,1
02.02. 22:00,La Horquetta,Port Of Spain,0,0
02.02. 01:00,Central FC,Defence Force,1,1
01.02. 23:00,Morvant Caledonia Utd,Police,3,1
29.01. 01:00,Port Of Spain,W Connection,2,0
28.01. 23:00,T&TEC,Morvant Caledonia Utd,0,6
26.01. 22:00,La Horquetta,Central FC,1,3
25.01. 23:00,Defence Force,Police,2,1
20.01. 00:00,T&TEC,Central FC,1,1
19.01. 22:00,Police,Port Of Spain,1,2
19.01. 01:00,Defence Force,Morvant Caledonia Utd,5,1
18.01. 23:00,W Connection,La Horquetta,2,0
13.01. 00:00,Police,Central FC,0,0
12.01. 22:00,T&TEC,La Horquetta,0,1
12.01. 01:00,Morvant Caledonia Utd,W Connection,0,0
11.01. 23:00,Port Of Spain,Defence Force,0,1
06.01. 01:00,Central FC,W Connection,0,3
05.01. 23:00,Port Of Spain,Morvant Caledonia Utd,0,1
05.01. 01:00,Defence Force,La Horquetta,8,0
04.01. 23:00,T&TEC,Police,0,2
23.12. 00:00,T&TEC,Port Of Spain,0,1
22.12. 22:00,Police,La Horquetta,2,2
22.12. 02:00,Defence Force,W Connection,5,1
21.12. 23:00,Morvant Caledonia Utd,Central FC,5,2
16.12. 01:00,Defence Force,T&TEC,3,2
15.12. 00:00,W Connection,Police,1,1
10.11. 22:00,T&TEC,W Connection,0,7
10.11. 21:00,Port Of Spain,La Horquetta,2,2
10.11. 01:00,Defence Force,Central FC,3,0
09.11. 23:00,Police,Morvant Caledonia Utd,1,5
04.11. 00:00,T&TEC,Morvant Caledonia Utd,6,0
03.11. 22:00,Central FC,La Horquetta,3,2
03.11. 01:00,W Connection,Port Of Spain,0,0
02.11. 23:00,Police,Defence Force,0,1
27.10. 22:00,Port Of Spain,Police,1,1
27.10. 20:00,Central FC,T&TEC,2,1
27.10. 03:00,Morvant Caledonia Utd,Defence Force,4,2
27.10. 01:00,La Horquetta,W Connection,1,2
21.10. 01:00,Defence Force,Port Of Spain,3,3
20.10. 23:00,Central FC,Police,1,0
20.10. 02:00,W Connection,Morvant Caledonia Utd,1,1
20.10. 00:00,T&TEC,La Horquetta,3,2
15.09. 23:00,Police,T&TEC,2,0
15.09. 02:00,Morvant Caledonia Utd,Port Of Spain,1,3
15.09. 00:00,La Horquetta,Defence Force,1,2
