date,home_team,away_team,home_score,away_score
21.05. 22:00,Antofagasta,O'Higgins,0,0
21.05. 18:00,Palestino,Everton,1,0
21.05. 02:00,U. De Concepcion,U. Catolica,0,0
20.05. 21:00,Cobresal,Colo Colo,1,3
20.05. 21:00,U. De Chile,San Luis,1,0
20.05. 18:00,Deportes Iquique,Deportes Temuco,0,0
20.05. 01:30,U. Espanola,A. Italiano,1,1
18.05. 21:30,Huachipato,S. Wanderers,1,4
14.05. 21:00,Colo Colo,Antofagasta,1,1
14.05. 21:00,O'Higgins,U. De Chile,0,3
14.05. 18:00,Deportes Temuco,Palestino,1,0
14.05. 01:30,San Luis,U. Espanola,3,2
13.05. 23:00,U. Catolica,Deportes Iquique,2,0
13.05. 20:30,A. Italiano,U. De Concepcion,0,3
13.05. 17:00,S. Wanderers,Cobresal,1,1
13.05. 01:00,Everton,Huachipato,2,0
07.05. 22:15,Huachipato,U. Catolica,2,1
07.05. 19:45,Deportes Iquique,Antofagasta,2,4
07.05. 17:00,Everton,Colo Colo,2,3
06.05. 23:00,A. Italiano,S. Wanderers,3,0
06.05. 20:30,San Luis,Deportes Temuco,1,1
06.05. 17:00,Palestino,O'Higgins,1,1
06.05. 01:30,U. De Chile,Cobresal,4,0
05.05. 23:00,U. De Concepcion,U. Espanola,0,0
30.04. 23:00,Colo Colo,Palestino,0,0
30.04. 20:30,Antofagasta,A. Italiano,1,0
30.04. 17:00,O'Higgins,San Luis,2,1
30.04. 01:30,U. Espanola,Everton,2,1
29.04. 23:00,S. Wanderers,Deportes Iquique,1,1
29.04. 20:30,Cobresal,Huachipato,3,2
29.04. 17:00,U. Catolica,U. De Chile,3,1
29.04. 01:00,U. De Concepcion,Deportes Temuco,1,0
24.04. 01:30,Huachipato,U. De Concepcion,0,0
23.04. 20:30,San Luis,Colo Colo,1,0
23.04. 17:00,Palestino,Cobresal,3,2
23.04. 01:30,Everton,A. Italiano,2,2
22.04. 23:00,Deportes Temuco,Antofagasta,2,0
22.04. 20:30,U. De Chile,S. Wanderers,2,0
22.04. 17:00,Deportes Iquique,U. Espanola,2,2
22.04. 01:00,U. Catolica,O'Higgins,5,2
17.04. 01:30,A. Italiano,U. Catolica,5,2
16.04. 23:00,Antofagasta,U. De Chile,0,1
16.04. 20:30,S. Wanderers,Deportes Temuco,1,2
16.04. 01:30,U. Espanola,Palestino,1,2
15.04. 23:00,O'Higgins,Everton,1,0
15.04. 20:30,Colo Colo,U. De Concepcion,3,0
15.04. 17:00,Deportes Iquique,Huachipato,1,2
14.04. 00:30,Cobresal,San Luis,1,2
10.04. 00:30,U. Espanola,S. Wanderers,1,0
09.04. 22:00,San Luis,A. Italiano,1,0
09.04. 17:00,Deportes Temuco,O'Higgins,2,0
09.04. 01:30,U. De Concepcion,Cobresal,4,0
08.04. 23:00,Everton,Deportes Iquique,0,0
08.04. 20:30,Huachipato,Antofagasta,0,0
08.04. 17:00,U. De Chile,Colo Colo,2,2
08.04. 01:00,Palestino,U. Catolica,0,0
02.04. 23:00,A. Italiano,O'Higgins,2,1
02.04. 20:30,Huachipato,San Luis,3,2
02.04. 17:00,Deportes Iquique,Colo Colo,3,2
02.04. 01:30,U. Catolica,Deportes Temuco,2,1
01.04. 23:00,S. Wanderers,Palestino,5,2
01.04. 20:30,Cobresal,Everton,1,1
01.04. 17:00,U. De Concepcion,U. De Chile,0,0
01.04. 00:30,Antofagasta,U. Espanola,1,1
21.03. 01:00,O'Higgins,Deportes Iquique,1,1
20.03. 22:30,Deportes Temuco,A. Italiano,1,1
19.03. 23:30,U. De Chile,U. Espanola,2,1
19.03. 21:00,Cobresal,U. Catolica,1,2
