date,home_team,away_team,home_score,away_score
07.12. 01:00,Cavalier (Jam),Robinhood (Sur),0,2
06.12. 00:00,Moca (Dom),Harbour View (Jam),1,1
01.12. 00:00,Robinhood (Sur),Cavalier (Jam),1,0
29.11. 00:00,Harbour View (Jam),Moca (Dom),1,2
03.11. 01:00Pen,Robinhood (Sur),Moca (Dom),2,0
01.11. 01:00,Cavalier (Jam),Harbour View (Jam),0,0
26.10. 00:00,Moca (Dom),Robinhood (Sur),1,0
25.10. 02:00,Harbour View (Jam),Cavalier (Jam),0,5
06.10. 02:06,Cibao (Dom),Harbour View (Jam),2,1
06.10. 02:06,Robinhood (Sur),Atletico Pantoja (Dom),3,1
05.10. 02:06,Defence Force (Tri),Moca (Dom),0,2
05.10. 02:06,Golden Lion (Mar),Cavalier (Jam),2,5
29.09. 02:06,Dunbeholden (Jam),Cibao (Dom),2,1
29.09. 00:06,Port Of Spain (Tri),Defence Force (Tri),1,1
28.09. 02:06,Harbour View (Jam),Robinhood (Sur),3,2
27.09. 02:06,Moca (Dom),Golden Lion (Mar),3,0
22.09. 02:06,Dunbeholden (Jam),Robinhood (Sur),0,2
21.09. 02:06,Atletico Pantoja (Dom),Harbour View (Jam),1,1
21.09. 00:06,Port Of Spain (Tri),Golden Lion (Mar),2,3
20.09. 02:06,Cavalier (Jam),Moca (Dom),3,0
01.09. 02:06,Robinhood (Sur),Cibao (Dom),1,0
01.09. 00:06,Cavalier (Jam),Port Of Spain (Tri),2,1
31.08. 02:06,Atletico Pantoja (Dom),Dunbeholden (Jam),1,1
31.08. 00:06,Golden Lion (Mar),Defence Force (Tri),0,1
25.08. 16:00,Moca (Dom),Port Of Spain (Tri),1,0
25.08. 03:06,Cibao (Dom),Atletico Pantoja (Dom),1,1
25.08. 02:06,Defence Force (Tri),Cavalier (Jam),1,1
24.08. 00:06,Harbour View (Jam),Dunbeholden (Jam),1,0
