date,home_team,away_team,home_score,away_score
26.05. 02:00,Alianza FC,Municipal Limeno,5,0
22.05. 04:00,Alianza FC,FAS,2,1
19.05. 03:30,FAS,Alianza FC,1,1
19.05. 03:30,Municipal Limeno,Metapan,0,1
16.05. 03:30,Metapan,Municipal Limeno,0,2
13.05. 03:00,Municipal Limeno,Platense Municipal,0,2
12.05. 23:00Pen,Aguila,FAS,3,2
12.05. 03:30,Alianza FC,11 Deportivo,2,0
12.05. 03:00,Luis Angel Firpo,Metapan,1,0
10.05. 03:30,FAS,Aguila,3,1
09.05. 23:30,11 Deportivo,Alianza FC,1,1
09.05. 23:30,Platense Municipal,Municipal Limeno,0,3
09.05. 03:30,Metapan,Luis Angel Firpo,2,0
04.05. 23:15,Dragon,Metapan,3,1
04.05. 23:15,FAS,Aguila,0,0
04.05. 23:15,Fuerte San Francisco,11 Deportivo,2,0
04.05. 23:15,Municipal Limeno,Alianza FC,1,3
04.05. 23:15,Platense Municipal,Luis Angel Firpo,1,2
04.05. 23:15,Santa Tecla,Jocoro,3,4
02.05. 02:00,Alianza FC,FAS,0,0
01.05. 23:30,Dragon,11 Deportivo,3,1
01.05. 23:30,Fuerte San Francisco,Municipal Limeno,1,2
01.05. 23:30,Jocoro,Luis Angel Firpo,1,4
01.05. 23:30,Platense Municipal,Aguila,1,1
01.05. 23:30,Santa Tecla,Metapan,0,4
28.04. 23:30,Aguila,Dragon,3,1
28.04. 23:00,11 Deportivo,FAS,0,0
28.04. 03:00,Alianza FC,Fuerte San Francisco,3,1
28.04. 03:00,Luis Angel Firpo,Santa Tecla,2,1
28.04. 03:00,Metapan,Platense Municipal,2,1
28.04. 02:30,Jocoro,Municipal Limeno,0,1
26.04. 03:30,Santa Tecla,Aguila,2,4
25.04. 03:30,Metapan,Jocoro,2,0
25.04. 03:30,Municipal Limeno,Luis Angel Firpo,2,2
25.04. 03:00,Alianza FC,Dragon,6,1
24.04. 23:30,11 Deportivo,Platense Municipal,0,0
24.04. 23:00,Fuerte San Francisco,FAS,0,2
21.04. 23:30,Dragon,Fuerte San Francisco,3,2
21.04. 23:30,Jocoro,Aguila,0,0
21.04. 23:30,Platense Municipal,Alianza FC,0,2
21.04. 23:30,Santa Tecla,11 Deportivo,0,0
21.04. 03:00,Luis Angel Firpo,Metapan,1,1
21.04. 03:00,Municipal Limeno,FAS,0,0
15.04. 02:00,Municipal Limeno,Metapan,2,0
14.04. 23:00,11 Deportivo,Jocoro,1,0
14.04. 23:00,Fuerte San Francisco,Platense Municipal,5,2
14.04. 03:30,FAS,Dragon,0,2
14.04. 02:30,Santa Tecla,Alianza FC,1,1
14.04. 02:00,Aguila,Luis Angel Firpo,4,2
11.04. 03:30,Metapan,Aguila,1,0
10.04. 23:30,Dragon,Municipal Limeno,1,2
10.04. 23:30,Luis Angel Firpo,11 Deportivo,5,1
10.04. 23:30,Platense Municipal,FAS,2,0
10.04. 23:15,Jocoro,Alianza FC,1,2
10.04. 23:00,Santa Tecla,Fuerte San Francisco,1,1
07.04. 23:15,Dragon,Platense Municipal,2,1
07.04. 23:00,11 Deportivo,Metapan,1,0
07.04. 23:00,Fuerte San Francisco,Jocoro,2,0
07.04. 03:30,FAS,Santa Tecla,5,1
07.04. 03:00,Alianza FC,Luis Angel Firpo,1,0
07.04. 03:00,Municipal Limeno,Aguila,0,1
31.03. 23:30,Fuerte San Francisco,Metapan,0,1
31.03. 23:30,Platense Municipal,Santa Tecla,2,0
31.03. 23:15,Dragon,Jocoro,1,1
31.03. 03:30,FAS,Luis Angel Firpo,0,4
31.03. 01:30,Municipal Limeno,11 Deportivo,1,2
31.03. 01:00,Alianza FC,Aguila,1,1
28.03. 02:30,Metapan,Alianza FC,0,3
28.03. 01:30,Santa Tecla,Dragon,3,1
27.03. 22:30,Aguila,11 Deportivo,3,1
27.03. 22:30,Luis Angel Firpo,Fuerte San Francisco,1,0
27.03. 22:30,Platense Municipal,Municipal Limeno,1,1
27.03. 22:15,Jocoro,FAS,1,3
24.03. 22:30,Fuerte San Francisco,Aguila,1,1
24.03. 22:15,Dragon,Luis Angel Firpo,1,4
24.03. 22:00,11 Deportivo,Alianza FC,3,1
24.03. 02:00,Metapan,FAS,1,2
24.03. 01:30,Santa Tecla,Municipal Limeno,2,4
23.03. 22:15,Jocoro,Platense Municipal,1,2
21.03. 02:30,Alianza FC,Municipal Limeno,4,0
21.03. 02:15,Santa Tecla,Aguila,1,2
17.03. 22:30,Luis Angel Firpo,Platense Municipal,3,1
17.03. 22:00,11 Deportivo,Fuerte San Francisco,1,1
17.03. 02:00,Metapan,Dragon,2,1
16.03. 22:30,Aguila,FAS,3,2
16.03. 22:15Awrd,Jocoro,Santa Tecla,0,2
10.03. 22:30,Platense Municipal,Metapan,1,0
10.03. 22:00,Dragon,Aguila,0,1
10.03. 22:00,Fuerte San Francisco,Alianza FC,1,0
10.03. 02:30,FAS,11 Deportivo,2,2
10.03. 02:30,Municipal Limeno,Jocoro,1,0
10.03. 01:30,Santa Tecla,Luis Angel Firpo,3,3
07.03. 02:30,FAS,Alianza FC,0,1
