date,home_team,away_team,home_score,away_score
20.12. 23:55,Deportes Tolima,Cucuta,1,1
17.12. 21:30,Cucuta,Deportes Tolima,1,0
13.12. 23:55,Dep. Pasto,Atl. Nacional,0,0
13.12. 23:55,Deportes Tolima,Chico,2,0
13.12. 21:30,Cucuta,Huila,0,0
13.12. 21:30,Ind. Medellin,Millonarios,4,0
10.12. 23:55,Atl. Nacional,Deportes Tolima,1,2
10.12. 23:55,Chico,Dep. Pasto,3,4
10.12. 21:30,Huila,Ind. Medellin,3,2
10.12. 21:30,Millonarios,Cucuta,1,0
06.12. 23:55,Chico,Atl. Nacional,1,1
06.12. 23:55,Deportes Tolima,Dep. Pasto,4,0
06.12. 23:55,Ind. Medellin,Cucuta,2,1
06.12. 23:55,Millonarios,Huila,2,1
03.12. 23:30,Huila,Millonarios,3,2
03.12. 21:30,Cucuta,Ind. Medellin,2,1
03.12. 21:30,Dep. Pasto,Deportes Tolima,2,1
02.12. 23:55,Atl. Nacional,Chico,2,0
26.11. 23:30,Ind. Medellin,Huila,3,0
26.11. 21:30,Cucuta,Millonarios,2,0
26.11. 21:30,Dep. Pasto,Chico,1,1
25.11. 23:55,Deportes Tolima,Atl. Nacional,1,0
19.11. 23:00,Millonarios,Ind. Medellin,1,0
19.11. 21:30,Chico,Deportes Tolima,2,0
19.11. 21:30,Huila,Cucuta,0,1
18.11. 23:55,Atl. Nacional,Dep. Pasto,2,1
12.11. 21:30,America De Cali,Atl. Nacional,0,2
12.11. 21:30,Cucuta,Envigado,1,0
12.11. 21:30,Huila,Santa Fe,2,1
12.11. 21:30,Millonarios,Pereira,2,3
12.11. 21:30,Quindio,Bucaramanga,1,0
12.11. 00:00,Dep. Pasto,Cartagena,0,2
12.11. 00:00,Ind. Medellin,Dep. Cali,3,1
12.11. 00:00,Junior,Chico,2,0
12.11. 00:00,Once Caldas,Deportes Tolima,1,3
05.11. 23:00,Santa Fe,Once Caldas,3,1
