date,home_team,away_team,home_score,away_score
14.12. 00:00,Banfield,Arsenal Sarandi,0,0
13.12. 01:30,Talleres Cordoba,Independiente,1,2
12.12. 23:15,Defensa y Justicia,Lanus,2,1
12.12. 21:00,San Lorenzo,Newells Old Boys,3,2
12.12. 02:00,Boca Juniors,Central Cordoba,8,1
11.12. 23:15,Atl. Tucuman,River Plate,1,1
11.12. 21:00,Argentinos Jrs,Sarmiento Junin,2,0
11.12. 21:00,Patronato,Gimnasia L.P.,0,0
11.12. 21:00,Racing Club,Godoy Cruz,2,1
11.12. 21:00,Rosario Central,Huracan,1,4
11.12. 21:00,Union de Santa Fe,Colon Santa Fe,3,0
11.12. 01:30,Estudiantes L.P.,Aldosivi,2,3
10.12. 23:15,Platense,Velez Sarsfield,3,2
07.12. 01:30,Newells Old Boys,Banfield,0,0
06.12. 23:15,Aldosivi,Argentinos Jrs,3,2
06.12. 01:30,River Plate,Defensa y Justicia,2,3
05.12. 23:15,Independiente,San Lorenzo,1,1
05.12. 21:00,Gimnasia L.P.,Estudiantes L.P.,4,4
05.12. 01:30,Huracan,Racing Club,1,0
05.12. 01:30,Lanus,Rosario Central,2,2
04.12. 23:15,Godoy Cruz,Platense,2,2
04.12. 23:15,Sarmiento Junin,Talleres Cordoba,1,2
04.12. 21:00,Arsenal Sarandi,Boca Juniors,1,1
04.12. 01:30,Velez Sarsfield,Patronato,0,0
03.12. 23:15,Central Cordoba,Union de Santa Fe,2,0
03.12. 23:15,Colon Santa Fe,Atl. Tucuman,3,0
01.12. 01:30,Banfield,Independiente,4,1
30.11. 23:15,Boca Juniors,Newells Old Boys,0,0
30.11. 21:00,San Lorenzo,Sarmiento Junin,1,0
30.11. 01:30,Central Cordoba,Arsenal Sarandi,5,0
30.11. 01:30,Platense,Huracan,4,2
29.11. 23:15,Racing Club,Lanus,3,1
29.11. 21:00,Union de Santa Fe,Atl. Tucuman,3,0
28.11. 23:15,Argentinos Jrs,Gimnasia L.P.,3,0
28.11. 23:15,Defensa y Justicia,Colon Santa Fe,1,1
28.11. 21:00,Rosario Central,River Plate,2,2
28.11. 01:30,Estudiantes L.P.,Velez Sarsfield,1,0
27.11. 23:15,Patronato,Godoy Cruz,0,3
27.11. 21:00,Talleres Cordoba,Aldosivi,2,0
26.11. 01:30,River Plate,Racing Club,4,0
25.11. 23:15,Colon Santa Fe,Rosario Central,1,4
25.11. 23:15,Lanus,Platense,3,3
25.11. 21:00,Arsenal Sarandi,Union de Santa Fe,0,1
25.11. 01:30,Independiente,Boca Juniors,1,0
24.11. 23:15,Atl. Tucuman,Defensa y Justicia,0,4
24.11. 21:00,Newells Old Boys,Central Cordoba,1,0
24.11. 21:00,Sarmiento Junin,Banfield,0,0
24.11. 01:30,Godoy Cruz,Estudiantes L.P.,1,3
24.11. 01:30,Velez Sarsfield,Argentinos Jrs,2,0
23.11. 23:15,Aldosivi,San Lorenzo,2,0
23.11. 21:00,Gimnasia L.P.,Talleres Cordoba,5,2
23.11. 21:00,Huracan,Patronato,1,0
22.11. 01:30,Platense,River Plate,0,1
21.11. 23:15,Racing Club,Colon Santa Fe,1,2
21.11. 21:00,Arsenal Sarandi,Newells Old Boys,3,1
21.11. 01:30,Central Cordoba,Independiente,1,0
20.11. 23:15,Boca Juniors,Sarmiento Junin,2,0
20.11. 21:00,Rosario Central,Atl. Tucuman,3,1
20.11. 01:30,Argentinos Jrs,Godoy Cruz,0,0
20.11. 01:30,Talleres Cordoba,Velez Sarsfield,1,1
19.11. 23:15,San Lorenzo,Gimnasia L.P.,0,1
19.11. 21:00,Estudiantes L.P.,Huracan,4,1
19.11. 01:30,Banfield,Aldosivi,0,2
18.11. 23:15,Patronato,Lanus,3,2
18.11. 21:00,Union de Santa Fe,Defensa y Justicia,2,3
09.11. 01:15,Aldosivi,Boca Juniors,0,3
08.11. 23:00,Huracan,Argentinos Jrs,1,1
08.11. 20:45,Newells Old Boys,Union de Santa Fe,1,0
08.11. 00:15,River Plate,Patronato,5,0
07.11. 22:00,Velez Sarsfield,San Lorenzo,2,1
07.11. 19:45,Gimnasia L.P.,Banfield,0,1
07.11. 19:45,Sarmiento Junin,Central Cordoba,1,3
07.11. 00:15,Atl. Tucuman,Racing Club,0,2
06.11. 22:00,Independiente,Arsenal Sarandi,3,0
06.11. 19:45,Colon Santa Fe,Platense,3,0
06.11. 19:45,Godoy Cruz,Talleres Cordoba,0,2
06.11. 01:15,Lanus,Estudiantes L.P.,1,1
05.11. 23:00,Defensa y Justicia,Rosario Central,3,0
02.11. 01:15,Central Cordoba,Aldosivi,0,0
01.11. 23:00,Patronato,Colon Santa Fe,2,0
01.11. 00:15,Estudiantes L.P.,River Plate,1,1
31.10. 22:00,Newells Old Boys,Independiente,1,0
31.10. 19:45,San Lorenzo,Godoy Cruz,1,0
31.10. 19:45,Union de Santa Fe,Rosario Central,3,1
31.10. 01:15,Boca Juniors,Gimnasia L.P.,0,1
30.10. 23:00,Banfield,Velez Sarsfield,2,1
30.10. 23:00,Talleres Cordoba,Huracan,1,0
30.10. 20:45,Arsenal Sarandi,Sarmiento Junin,1,0
30.10. 20:45,Platense,Atl. Tucuman,4,1
30.10. 02:15,Argentinos Jrs,Lanus,0,1
30.10. 00:00,Racing Club,Defensa y Justicia,1,2
26.10. 02:15,Independiente,Union de Santa Fe,1,0
26.10. 00:00,River Plate,Argentinos Jrs,3,0
25.10. 21:45,Atl. Tucuman,Patronato,2,2
25.10. 21:45,Lanus,Talleres Cordoba,3,3
25.10. 19:30,Aldosivi,Arsenal Sarandi,2,1
25.10. 19:30,Sarmiento Junin,Newells Old Boys,2,1
25.10. 01:15,Velez Sarsfield,Boca Juniors,2,0
24.10. 23:00,Huracan,San Lorenzo,2,1
24.10. 20:45,Colon Santa Fe,Estudiantes L.P.,2,1
24.10. 20:45,Godoy Cruz,Banfield,2,1
24.10. 01:15,Rosario Central,Racing Club,2,1
23.10. 23:00,Defensa y Justicia,Platense,2,1
23.10. 20:45,Gimnasia L.P.,Central Cordoba,2,2
