date,home_team,away_team,home_score,away_score
15.05. 02:15,Gimnasia L.P.,Newells Old Boys,2,0
15.05. 02:15,River Plate,San Lorenzo,2,0
15.05. 00:00,Racing Club,Colon Santa Fe,1,3
15.05. 00:00,Rosario Central,Estudiantes L.P.,1,1
14.05. 01:00,Velez Sarsfield,Argentinos Jrs,1,1
13.05. 22:45,Godoy Cruz,Tigre,2,0
13.05. 01:00,Belgrano,Temperley,2,3
12.05. 22:45,Union de Santa Fe,Independiente,1,0
12.05. 20:30,Defensa y Justicia,Arsenal Sarandi,2,0
12.05. 20:30,Olimpo Bahia Blanca,Talleres Cordoba,2,2
12.05. 18:15,Patronato,Banfield,0,0
12.05. 16:00,Huracan,Boca Juniors,3,3
12.05. 02:15,Lanus,Atl. Tucuman,0,0
12.05. 00:00,Chacarita Juniors,San Martin S.J.,1,4
11.05. 21:45,River Plate,Estudiantes L.P.,2,0
10.05. 22:45,Colon Santa Fe,Velez Sarsfield,0,1
10.05. 00:15,Gimnasia L.P.,Boca Juniors,2,2
09.05. 22:00,Racing Club,Arsenal Sarandi,2,0
08.05. 02:15,Colon Santa Fe,River Plate,0,0
08.05. 00:00,Banfield,Chacarita Juniors,2,1
07.05. 01:00,Estudiantes L.P.,Racing Club,1,2
06.05. 22:45,Boca Juniors,Union de Santa Fe,2,0
06.05. 20:30,Tigre,Lanus,0,0
06.05. 18:15,Independiente,Gimnasia L.P.,2,2
06.05. 16:00,Temperley,Patronato,1,2
06.05. 01:00,Atl. Tucuman,Olimpo Bahia Blanca,1,1
05.05. 22:45,Talleres Cordoba,Huracan,0,0
05.05. 20:30,Newells Old Boys,Defensa y Justicia,1,0
05.05. 18:15,Argentinos Jrs,Godoy Cruz,1,2
05.05. 18:15,Arsenal Sarandi,Rosario Central,4,0
05.05. 02:15,San Lorenzo,Belgrano,2,0
05.05. 00:00,San Martin S.J.,Velez Sarsfield,0,2
01.05. 02:15,Olimpo Bahia Blanca,Tigre,1,5
01.05. 00:00,Union de Santa Fe,Talleres Cordoba,3,0
29.04. 20:30,Belgrano,Colon Santa Fe,1,0
29.04. 18:15,Patronato,San Lorenzo,0,0
29.04. 01:00,Huracan,Atl. Tucuman,3,2
28.04. 22:45,Lanus,Argentinos Jrs,0,0
28.04. 20:30,Newells Old Boys,Independiente,0,1
28.04. 18:15,Defensa y Justicia,Rosario Central,3,1
28.04. 18:15,Velez Sarsfield,Banfield,1,0
28.04. 02:15,Godoy Cruz,San Martin S.J.,2,0
28.04. 00:00,Chacarita Juniors,Temperley,1,2
24.04. 02:15,Independiente,Defensa y Justicia,0,1
24.04. 00:00,Colon Santa Fe,Patronato,4,0
23.04. 01:00,Boca Juniors,Newells Old Boys,3,1
22.04. 22:45,Arsenal Sarandi,River Plate,0,3
22.04. 20:30,Atl. Tucuman,Union de Santa Fe,0,0
22.04. 18:15,Rosario Central,Racing Club,0,2
22.04. 16:00,Tigre,Huracan,0,2
22.04. 01:00,San Lorenzo,Chacarita Juniors,1,0
21.04. 22:45,Banfield,Godoy Cruz,1,1
21.04. 20:30,Talleres Cordoba,Gimnasia L.P.,2,0
21.04. 18:15,San Martin S.J.,Lanus,1,1
21.04. 18:15,Temperley,Velez Sarsfield,2,4
21.04. 02:15,Estudiantes L.P.,Belgrano,0,1
21.04. 00:00,Argentinos Jrs,Olimpo Bahia Blanca,1,0
17.04. 02:15,Velez Sarsfield,San Lorenzo,2,2
17.04. 00:00,Newells Old Boys,Talleres Cordoba,2,1
16.04. 01:00,Independiente,Boca Juniors,1,0
15.04. 22:45,River Plate,Rosario Central,2,0
15.04. 20:30,Chacarita Juniors,Colon Santa Fe,0,2
15.04. 18:15,Patronato,Estudiantes L.P.,0,1
15.04. 16:00,Union de Santa Fe,Tigre,3,3
15.04. 01:00,Defensa y Justicia,Racing Club,3,2
14.04. 22:45,Belgrano,Arsenal Sarandi,3,0
14.04. 20:30,Lanus,Banfield,0,0
14.04. 18:15,Godoy Cruz,Temperley,3,0
14.04. 18:15,Olimpo Bahia Blanca,San Martin S.J.,0,2
14.04. 02:15,Huracan,Argentinos Jrs,1,0
14.04. 00:00,Gimnasia L.P.,Atl. Tucuman,1,2
10.04. 02:15,Estudiantes L.P.,Chacarita Juniors,0,2
10.04. 00:00,Arsenal Sarandi,Patronato,1,1
09.04. 01:00,Racing Club,River Plate,0,2
08.04. 22:45,Talleres Cordoba,Independiente,0,2
08.04. 20:30,Atl. Tucuman,Newells Old Boys,1,1
08.04. 18:15,San Martin S.J.,Huracan,0,1
08.04. 16:00,San Lorenzo,Godoy Cruz,0,5
08.04. 01:00,Boca Juniors,Defensa y Justicia,1,2
07.04. 22:45,Banfield,Olimpo Bahia Blanca,3,0
07.04. 18:15,Rosario Central,Belgrano,2,1
07.04. 18:15,Temperley,Lanus,2,2
07.04. 02:15,Argentinos Jrs,Union de Santa Fe,3,1
07.04. 00:00,Tigre,Gimnasia L.P.,2,0
05.04. 01:00,Independiente,San Lorenzo,0,1
03.04. 02:15,Godoy Cruz,Colon Santa Fe,2,1
03.04. 00:00,Olimpo Bahia Blanca,Temperley,1,1
02.04. 01:00,Lanus,San Lorenzo,0,2
01.04. 22:45,Boca Juniors,Talleres Cordoba,2,1
01.04. 20:30,Patronato,Rosario Central,3,0
01.04. 18:15,Chacarita Juniors,Arsenal Sarandi,2,2
01.04. 16:00,Defensa y Justicia,River Plate,1,3
01.04. 01:00,Independiente,Atl. Tucuman,0,2
31.03. 22:45,Union de Santa Fe,San Martin S.J.,1,1
31.03. 20:30,Gimnasia L.P.,Argentinos Jrs,1,3
31.03. 18:15,Newells Old Boys,Tigre,2,1
31.03. 18:15,Velez Sarsfield,Estudiantes L.P.,3,3
31.03. 02:15,Belgrano,Racing Club,2,2
31.03. 00:00,Huracan,Banfield,1,1
20.03. 01:15,Tigre,Independiente,1,1
19.03. 23:00,Banfield,Union de Santa Fe,0,2
19.03. 00:00,River Plate,Belgrano,3,1
18.03. 21:45,Atl. Tucuman,Boca Juniors,1,1
18.03. 19:30,Estudiantes L.P.,Godoy Cruz,0,1
18.03. 17:15,Arsenal Sarandi,Velez Sarsfield,1,1
18.03. 15:00,Racing Club,Patronato,5,0
18.03. 00:00,Talleres Cordoba,Defensa y Justicia,1,0
17.03. 21:45,San Lorenzo,Olimpo Bahia Blanca,2,0
17.03. 19:30,San Martin S.J.,Gimnasia L.P.,3,0
17.03. 17:15,Argentinos Jrs,Newells Old Boys,1,0
17.03. 17:15,Temperley,Huracan,1,2
17.03. 01:15,Colon Santa Fe,Lanus,1,2
16.03. 23:00,Rosario Central,Chacarita Juniors,3,1
13.03. 01:15,Newells Old Boys,San Martin S.J.,2,0
