date,home_team,away_team,home_score,away_score
11.05. 22:00,August Town,Village United,4,3
11.05. 22:00,Montego Bay,Arnett Gardens,1,2
11.05. 22:00,St. George's SC,Reno,1,0
11.05. 22:00,Boys' Town,Waterhouse,4,2
11.05. 22:00,Portmore,Tivoli,1,1
11.05. 22:00,Sporting,Harbour View,1,1
07.05. 22:00,Arnett Gardens,August Town,2,0
07.05. 22:00,Montego Bay,St. George's SC,0,0
07.05. 22:00,Reno,Village United,3,2
07.05. 22:00,Harbour View,Boys' Town,0,0
07.05. 22:00,Sporting,Portmore,1,2
07.05. 22:00,Waterhouse,Tivoli,3,4
30.04. 22:00,St. George's SC,August Town,1,1
30.04. 22:00,Village United,Arnett Gardens,0,0
30.04. 22:00,Portmore,Waterhouse,3,0
30.04. 22:00,Sporting,Boys' Town,2,2
30.04. 22:00,Tivoli,Harbour View,2,0
27.04. 22:00,Arnett Gardens,St. George's SC,1,0
27.04. 22:00,August Town,Reno,0,1
27.04. 22:00,Village United,Montego Bay,2,0
27.04. 22:00,Boys' Town,Tivoli,2,1
27.04. 22:00,Portmore,Harbour View,1,1
27.04. 22:00,Waterhouse,Sporting,2,2
23.04. 22:00,Montego Bay,August Town,3,1
23.04. 22:00,Reno,Arnett Gardens,0,0
23.04. 22:00,Village United,St. George's SC,2,0
23.04. 22:00,Boys' Town,Portmore,1,2
23.04. 22:00,Tivoli,Sporting,0,1
23.04. 22:00,Waterhouse,Harbour View,1,1
16.04. 22:00,Arnett Gardens,Harbour View,1,0
16.04. 22:00,Boys' Town,Village United,3,0
16.04. 22:00,Reno,Portmore,0,2
16.04. 22:00,Sporting,Montego Bay,2,2
16.04. 22:00,Tivoli,St. George's SC,3,1
16.04. 22:00,Waterhouse,August Town,1,1
13.04. 22:00,August Town,Sporting,1,0
13.04. 22:00,Harbour View,Tivoli,1,0
13.04. 22:00,Montego Bay,Reno,0,0
13.04. 22:00,Portmore,Arnett Gardens,1,0
13.04. 22:00,St. George's SC,Boys' Town,1,0
13.04. 22:00,Village United,Waterhouse,0,0
06.04. 22:00,Arnett Gardens,Montego Bay,1,1
06.04. 22:00,Harbour View,Portmore,1,1
06.04. 22:00,Reno,August Town,2,2
06.04. 22:00,Sporting,Village United,0,0
06.04. 22:00,Tivoli,Boys' Town,1,2
06.04. 22:00,Waterhouse,St. George's SC,1,1
04.04. 22:00,Village United,Portmore,0,0
02.04. 22:00,Harbour View,Waterhouse,1,0
30.03. 22:00,August Town,Arnett Gardens,1,0
30.03. 22:00,Boys' Town,Harbour View,1,1
30.03. 22:00,Portmore,Montego Bay,1,0
30.03. 22:00,St. George's SC,Sporting,0,1
30.03. 22:00,Tivoli,Waterhouse,2,1
30.03. 22:00,Village United,Reno,0,0
23.03. 22:00,Arnett Gardens,Village United,1,3
23.03. 22:00,Montego Bay,Harbour View,0,0
23.03. 22:00,Portmore,August Town,3,1
23.03. 22:00,Reno,St. George's SC,3,1
23.03. 22:00,Sporting,Tivoli,0,0
23.03. 22:00,Waterhouse,Boys' Town,1,0
16.03. 22:00,August Town,Montego Bay,3,0
16.03. 22:00,Boys' Town,Sporting,0,0
16.03. 22:00,St. George's SC,Arnett Gardens,2,2
16.03. 22:00,Tivoli,Reno,3,1
09.03. 22:00,Arnett Gardens,Tivoli,0,1
09.03. 22:00,August Town,Harbour View,2,2
09.03. 22:00,Montego Bay,Village United,0,2
09.03. 22:00,Portmore,St. George's SC,2,0
09.03. 22:00,Reno,Boys' Town,1,2
09.03. 22:00,Sporting,Waterhouse,3,0
05.03. 22:00,August Town,St. George's SC,1,1
05.03. 22:00,Boys' Town,Arnett Gardens,0,0
02.03. 22:00,Harbour View,Sporting,3,0
02.03. 22:00,St. George's SC,Montego Bay,0,1
02.03. 22:00,Tivoli,Portmore,2,4
02.03. 22:00,Village United,August Town,1,0
02.03. 22:00,Waterhouse,Reno,2,2
28.02. 22:00,Portmore,Boys' Town,0,2
27.02. 22:00,Arnett Gardens,Waterhouse,1,1
27.02. 22:00,Harbour View,Village United,1,2
27.02. 22:00,Montego Bay,Tivoli,1,2
27.02. 22:00,Sporting,Reno,5,2
24.02. 22:00,Boys' Town,Montego Bay,2,0
24.02. 22:00,Reno,Harbour View,2,2
24.02. 22:00,Sporting,Arnett Gardens,0,4
24.02. 22:00,St. George's SC,Village United,0,0
24.02. 22:00,Tivoli,August Town,2,0
24.02. 22:00,Waterhouse,Portmore,1,1
20.02. 22:00,Arnett Gardens,Reno,1,1
20.02. 22:00,August Town,Boys' Town,0,1
20.02. 22:00,Harbour View,St. George's SC,0,2
20.02. 22:00,Montego Bay,Waterhouse,1,0
17.02. 22:00,Portmore,Sporting,3,1
17.02. 22:00,Village United,Tivoli,3,0
07.02. 22:00,Reno,Montego Bay,1,4
03.02. 22:00,August Town,Waterhouse,1,1
03.02. 22:00,Harbour View,Arnett Gardens,1,1
03.02. 22:00,Montego Bay,Sporting,2,2
03.02. 22:00,Portmore,Reno,3,1
03.02. 22:00,St. George's SC,Tivoli,1,0
03.02. 22:00,Village United,Boys' Town,3,0
01.02. 22:00,Montego Bay,Boys' Town,0,1
27.01. 22:00,Arnett Gardens,Portmore,1,1
27.01. 22:00,Boys' Town,St. George's SC,1,0
27.01. 22:00,Sporting,August Town,1,2
27.01. 22:00,Tivoli,Harbour View,2,1
27.01. 22:00,Waterhouse,Village United,0,2
23.01. 22:00,August Town,Reno,1,1
23.01. 22:00,Boys' Town,Tivoli,0,0
23.01. 22:00,Montego Bay,Arnett Gardens,1,1
23.01. 22:00,Portmore,Harbour View,0,0
23.01. 22:00,St. George's SC,Waterhouse,0,1
23.01. 22:00,Village United,Sporting,0,2
20.01. 22:00,Arnett Gardens,August Town,2,0
20.01. 22:00,Harbour View,Boys' Town,0,0
20.01. 22:00,Montego Bay,Portmore,0,0
20.01. 22:00,Reno,Village United,1,0
20.01. 22:00,Sporting,St. George's SC,1,0
20.01. 22:00,Waterhouse,Tivoli,2,0
16.01. 22:00,Arnett Gardens,St. George's SC,2,1
13.01. 22:00,August Town,Portmore,0,5
13.01. 22:00,Boys' Town,Waterhouse,1,1
13.01. 22:00,Harbour View,Montego Bay,4,2
13.01. 22:00,St. George's SC,Reno,1,1
13.01. 22:00,Tivoli,Sporting,2,0
13.01. 22:00,Village United,Arnett Gardens,2,1
09.01. 22:00,Montego Bay,August Town,2,0
09.01. 22:00,Portmore,Village United,2,0
09.01. 22:00,Reno,Tivoli,1,3
09.01. 22:00,Sporting,Boys' Town,3,0
09.01. 22:00,Waterhouse,Harbour View,1,1
06.01. 22:00,Boys' Town,Reno,0,0
06.01. 22:00,Harbour View,August Town,1,0
06.01. 22:00,St. George's SC,Portmore,3,1
06.01. 22:00,Tivoli,Arnett Gardens,1,0
06.01. 22:00,Village United,Montego Bay,0,0
06.01. 22:00,Waterhouse,Sporting,1,0
03.01. 22:00,Reno,Waterhouse,1,1
02.01. 22:00,Arnett Gardens,Boys' Town,0,1
02.01. 22:00,August Town,Village United,3,2
02.01. 22:00,Montego Bay,St. George's SC,2,2
02.01. 22:00,Portmore,Tivoli,0,1
02.01. 22:00,Sporting,Harbour View,0,3
30.12. 22:00,Boys' Town,Portmore,0,0
