date,home_team,away_team,home_score,away_score
02.10. 21:30Pen,Waterhouse,Cavalier,1,2
02.10. 19:00Pen,Mount Pleasant,Tivoli,1,2
29.09. 21:30,Cavalier,Tivoli,0,0
29.09. 19:00,Waterhouse,Mount Pleasant,1,1
25.09. 21:30,Mount Pleasant,Waterhouse,0,1
25.09. 19:00,Tivoli,Cavalier,0,1
22.09. 21:30,Mount Pleasant,Harbour View,1,1
22.09. 19:00,Tivoli,Vere United,4,0
18.09. 21:30,Vere United,Tivoli,0,0
18.09. 19:00,Harbour View,Mount Pleasant,1,3
11.09. 21:30,Vere United,Cavalier,0,1
11.09. 19:00,Tivoli,Molynes,1,1
10.09. 22:30,Harbour View,Arnett Gardens,1,0
10.09. 20:00,Dunbeholden,Mount Pleasant,2,5
10.09. 17:00,Portmore,Waterhouse,0,1
04.09. 21:30,Tivoli,Humble Lions,4,3
04.09. 19:00,Arnett Gardens,Dunbeholden,1,1
03.09. 22:30,Mount Pleasant,Vere United,0,0
03.09. 20:00,Cavalier,Portmore,1,0
03.09. 17:00,Molynes,Waterhouse,1,4
28.08. 21:30,Waterhouse,Arnett Gardens,4,1
28.08. 19:00,Vere United,Tivoli,0,1
27.08. 22:30,Cavalier,Mount Pleasant,2,3
27.08. 20:00,Dunbeholden,Humble Lions,2,1
27.08. 17:00,Harbour View,Molynes,1,0
16.08. 22:30,Tivoli,Dunbeholden,1,1
16.08. 20:00,Arnett Gardens,Portmore,3,1
15.08. 17:00,Humble Lions,Harbour View,2,0
14.08. 21:30,Mount Pleasant,Waterhouse,0,2
14.08. 19:00,Molynes,Cavalier,1,3
09.08. 22:30,Vere United,Arnett Gardens,1,0
09.08. 20:00,Waterhouse,Cavalier,2,2
08.08. 18:00,Portmore,Mount Pleasant,0,1
07.08. 22:30,Humble Lions,Molynes,0,1
07.08. 20:00,Harbour View,Tivoli,1,3
02.08. 18:00,Molynes,Arnett Gardens,1,1
01.08. 18:00,Tivoli,Cavalier,1,1
01.08. 15:30,Dunbeholden,Vere United,2,1
31.07. 22:30,Harbour View,Portmore,1,1
31.07. 20:00,Humble Lions,Waterhouse,2,1
26.07. 22:30,Waterhouse,Tivoli,1,1
25.07. 22:30,Mount Pleasant,Arnett Gardens,1,0
25.07. 20:00,Portmore,Humble Lions,3,0
24.07. 22:30,Dunbeholden,Molynes,3,1
24.07. 20:00,Vere United,Harbour View,3,2
19.07. 22:30,Tivoli,Portmore,1,3
18.07. 22:30,Molynes,Mount Pleasant,2,2
18.07. 20:00,Humble Lions,Vere United,1,3
17.07. 22:30,Harbour View,Dunbeholden,2,0
17.07. 20:00,Arnett Gardens,Cavalier,0,3
12.07. 22:30,Arnett Gardens,Humble Lions,2,1
11.07. 22:30,Waterhouse,Vere United,0,0
11.07. 20:00,Cavalier,Dunbeholden,0,1
10.07. 22:30,Mount Pleasant,Harbour View,0,2
10.07. 20:00,Portmore,Molynes,1,0
06.07. 22:30,Vere United,Portmore,1,0
06.07. 20:00,Tivoli,Arnett Gardens,1,0
05.07. 22:30,Harbour View,Cavalier,1,1
03.07. 22:30,Dunbeholden,Waterhouse,0,2
03.07. 20:00,Humble Lions,Mount Pleasant,0,1
28.06. 22:30,Waterhouse,Harbour View,1,1
28.06. 20:00,Vere United,Molynes,0,0
27.06. 18:00,Portmore,Dunbeholden,2,0
26.06. 22:30,Cavalier,Humble Lions,2,0
26.06. 20:00,Mount Pleasant,Tivoli,0,0
