date,home_team,away_team,home_score,away_score
04.07. 01:00Pen,Dunbeholden,Harbour View,1,2
03.07. 22:00,Waterhouse,Cavalier,1,4
30.06. 02:30Pen,Dunbeholden,Cavalier,4,4
30.06. 00:00,Waterhouse,Harbour View,1,1
27.06. 00:15,Harbour View,Waterhouse,1,0
26.06. 22:00,Cavalier,Dunbeholden,0,1
24.06. 02:30Pen,Arnett Gardens,Harbour View,1,2
24.06. 00:00Pen,Cavalier,Mount Pleasant,2,1
21.06. 02:30,Mount Pleasant,Cavalier,0,0
21.06. 00:00,Harbour View,Arnett Gardens,1,1
12.06. 22:00,Arnett Gardens,Waterhouse,4,2
12.06. 22:00,Cavalier,Tivoli,0,1
12.06. 22:00,Dunbeholden,Harbour View,1,1
12.06. 22:00,Molynes,Humble Lions,0,3
12.06. 22:00,Montego Bay,Vere United,1,1
12.06. 22:00,Portmore,Mount Pleasant,1,2
10.06. 02:30,Waterhouse,Harbour View,2,1
10.06. 00:00,Dunbeholden,Cavalier,1,1
07.06. 02:30,Harbour View,Montego Bay,4,0
07.06. 00:00,Waterhouse,Vere United,1,0
06.06. 00:15,Tivoli,Arnett Gardens,1,3
05.06. 22:00,Humble Lions,Dunbeholden,3,1
05.06. 22:00,Molynes,Portmore,0,1
05.06. 22:00,Mount Pleasant,Cavalier,1,3
02.06. 22:00,Mount Pleasant,Waterhouse,1,1
01.06. 22:00,Montego Bay,Cavalier,2,2
31.05. 02:30,Tivoli,Waterhouse,0,1
31.05. 00:00,Arnett Gardens,Mount Pleasant,0,1
30.05. 00:15,Cavalier,Molynes,4,1
29.05. 22:00,Dunbeholden,Portmore,1,0
29.05. 22:00,Montego Bay,Humble Lions,1,1
29.05. 22:00,Vere United,Harbour View,2,0
24.05. 02:30,Molynes,Arnett Gardens,3,3
24.05. 00:00,Portmore,Montego Bay,0,1
22.05. 22:00,Humble Lions,Vere United,1,0
22.05. 22:00,Mount Pleasant,Tivoli,4,1
17.05. 02:30,Tivoli,Molynes,3,1
17.05. 00:00,Vere United,Portmore,0,0
16.05. 00:15,Harbour View,Humble Lions,0,0
15.05. 22:00,Arnett Gardens,Dunbeholden,1,0
10.05. 02:30,Molynes,Mount Pleasant,2,3
10.05. 00:00,Waterhouse,Humble Lions,1,0
09.05. 00:15,Montego Bay,Arnett Gardens,2,2
09.05. 00:15,Portmore,Harbour View,0,2
08.05. 22:00,Cavalier,Vere United,0,0
08.05. 22:00,Dunbeholden,Tivoli,1,1
03.05. 02:30,Harbour View,Cavalier,0,2
03.05. 00:00,Molynes,Waterhouse,0,1
01.05. 22:00,Humble Lions,Portmore,1,0
01.05. 22:00,Mount Pleasant,Dunbeholden,1,3
01.05. 22:00,Vere United,Arnett Gardens,2,1
01.05. 19:45,Tivoli,Montego Bay,2,0
26.04. 02:30,Waterhouse,Portmore,3,0
26.04. 00:00,Dunbeholden,Molynes,2,1
25.04. 00:15,Arnett Gardens,Harbour View,3,0
24.04. 22:00,Cavalier,Humble Lions,0,2
24.04. 22:00,Montego Bay,Mount Pleasant,0,3
24.04. 22:00,Vere United,Tivoli,0,1
19.04. 02:30,Humble Lions,Arnett Gardens,1,1
19.04. 00:00,Molynes,Montego Bay,2,1
18.04. 00:15,Dunbeholden,Waterhouse,2,2
17.04. 22:00,Harbour View,Tivoli,3,3
17.04. 22:00,Mount Pleasant,Vere United,1,0
17.04. 22:00,Portmore,Cavalier,0,0
12.04. 02:30,Waterhouse,Cavalier,3,2
12.04. 00:00,Harbour View,Mount Pleasant,3,0
11.04. 00:15,Arnett Gardens,Portmore,2,1
10.04. 22:00,Montego Bay,Dunbeholden,0,1
10.04. 22:00,Tivoli,Humble Lions,1,1
10.04. 22:00,Vere United,Molynes,1,1
05.04. 02:30,Dunbeholden,Vere United,1,0
05.04. 00:00,Portmore,Tivoli,1,1
04.04. 00:15,Cavalier,Arnett Gardens,1,0
03.04. 22:00,Humble Lions,Mount Pleasant,1,2
03.04. 22:00,Molynes,Harbour View,1,4
03.04. 22:00,Montego Bay,Waterhouse,0,3
29.03. 02:30,Waterhouse,Arnett Gardens,0,1
29.03. 00:00,Humble Lions,Molynes,1,2
27.03. 22:00,Mount Pleasant,Portmore,0,2
27.03. 19:45,Harbour View,Dunbeholden,0,1
26.03. 21:00,Tivoli,Cavalier,1,3
26.03. 18:45,Vere United,Montego Bay,1,0
21.03. 23:15,Portmore,Molynes,0,2
21.03. 21:00,Dunbeholden,Humble Lions,1,0
20.03. 23:15,Montego Bay,Harbour View,0,0
20.03. 21:00,Cavalier,Mount Pleasant,0,0
19.03. 23:15,Arnett Gardens,Tivoli,2,0
19.03. 21:00,Vere United,Waterhouse,0,2
14.03. 23:15,Portmore,Dunbeholden,2,3
14.03. 21:00,Molynes,Cavalier,0,2
13.03. 23:15,Humble Lions,Montego Bay,1,0
13.03. 21:00,Mount Pleasant,Arnett Gardens,1,1
12.03. 23:15,Harbour View,Vere United,1,0
12.03. 21:00,Waterhouse,Tivoli,2,1
07.03. 21:15,Montego Bay,Portmore,0,1
07.03. 19:00,Cavalier,Dunbeholden,1,2
06.03. 21:15,Arnett Gardens,Molynes,2,1
06.03. 19:00,Vere United,Humble Lions,0,0
05.03. 21:15,Tivoli,Mount Pleasant,3,1
05.03. 19:00,Harbour View,Waterhouse,0,2
28.02. 21:15,Cavalier,Montego Bay,3,0
28.02. 19:00,Dunbeholden,Arnett Gardens,1,2
27.02. 21:15,Portmore,Vere United,2,1
