date,home_team,away_team,home_score,away_score
30.04. 03:35,Portmore,Waterhouse,1,0
30.04. 00:30,Cavalier,Mount Pleasant,1,0
16.04. 03:35,Portmore,Mount Pleasant,1,1
16.04. 00:30,Waterhouse,Cavalier,1,0
09.04. 03:35,Cavalier,Waterhouse,0,2
09.04. 00:30,Mount Pleasant,Portmore,1,2
02.04. 03:35,Cavalier,Arnett Gardens,0,0
31.03. 22:00,Mount Pleasant,UWI,1,0
25.03. 02:00,Arnett Gardens,Cavalier,0,3
24.03. 23:30,UWI,Mount Pleasant,2,2
20.03. 21:30,Arnett Gardens,Harbour View,2,1
20.03. 21:30,Cavalier,Tivoli,3,0
20.03. 21:30,Portmore,Dunbeholden,2,0
20.03. 21:30Awrd,Reno,Humble Lions,0,3
20.03. 21:30,UWI,Mount Pleasant,0,1
20.03. 21:30,Waterhouse,Montego Bay,2,1
17.03. 21:30,Dunbeholden,UWI,0,2
17.03. 21:30,Harbour View,Reno,1,1
17.03. 21:30,Humble Lions,Cavalier,1,1
17.03. 21:30,Montego Bay,Portmore,1,5
17.03. 21:30,Mount Pleasant,Arnett Gardens,1,0
17.03. 21:30,Tivoli,Waterhouse,2,4
14.03. 21:30,Arnett Gardens,Dunbeholden,0,0
14.03. 21:30,Cavalier,Harbour View,1,2
14.03. 21:30,Humble Lions,Tivoli,2,0
14.03. 21:30,Portmore,Waterhouse,0,0
14.03. 21:30,Reno,Mount Pleasant,2,3
14.03. 21:30,UWI,Montego Bay,1,2
12.03. 02:35,Waterhouse,UWI,0,0
11.03. 01:00,Harbour View,Humble Lions,1,0
11.03. 01:00,Tivoli,Portmore,3,2
10.03. 21:30,Dunbeholden,Reno,3,0
10.03. 21:30,Montego Bay,Arnett Gardens,1,2
10.03. 21:30,Mount Pleasant,Cavalier,0,0
05.03. 02:35,Arnett Gardens,Waterhouse,0,1
04.03. 01:00,Harbour View,Tivoli,1,1
03.03. 23:00,Cavalier,Dunbeholden,1,1
03.03. 21:30,Humble Lions,Mount Pleasant,0,1
03.03. 21:30,Reno,Montego Bay,1,2
03.03. 21:30,UWI,Portmore,0,1
26.02. 02:35,Waterhouse,Reno,1,0
25.02. 01:00,Tivoli,UWI,0,1
24.02. 21:30,Dunbeholden,Humble Lions,2,1
24.02. 21:30,Montego Bay,Cavalier,2,1
24.02. 21:30,Mount Pleasant,Harbour View,2,1
24.02. 21:30,Portmore,Arnett Gardens,3,0
19.02. 02:35,Cavalier,Waterhouse,1,0
18.02. 01:00,Arnett Gardens,UWI,2,2
18.02. 01:00,Harbour View,Dunbeholden,1,1
17.02. 21:00,Humble Lions,Montego Bay,1,1
17.02. 21:00,Mount Pleasant,Tivoli,2,1
17.02. 21:00,Reno,Portmore,2,4
12.02. 02:35,Waterhouse,Humble Lions,3,2
11.02. 01:00,Tivoli,Arnett Gardens,0,3
10.02. 21:00,Dunbeholden,Mount Pleasant,1,2
10.02. 21:00,Montego Bay,Harbour View,3,3
