date,home_team,away_team,home_score,away_score
10.12. 00:00,Independiente,Tauro,3,0
03.12. 21:00,Tauro,Alianza,2,1
03.12. 00:00,Independiente,Miguelito,2,1
26.11. 22:00,Alianza,Tauro,0,1
26.11. 00:00,Miguelito,Independiente,2,2
23.11. 02:30Pen,San Francisco,Alianza,1,2
22.11. 02:30,Miguelito,Herrera,2,0
08.11. 02:00,UMECIT,Independiente,3,4
01.11. 23:00,San Francisco,Deportivo Universitario,2,1
29.10. 22:00,Herrera,Chiriqui,9,0
28.10. 23:00,Alianza,Tauro,0,0
28.10. 23:00,Arabe Unido,Plaza Amador,3,2
28.10. 23:00,Potros del Este,Miguelito,1,3
23.10. 01:00,Chiriqui,San Francisco,0,6
22.10. 23:00,Miguelito,Plaza Amador,1,0
22.10. 23:00,Potros del Este,Alianza,2,3
22.10. 03:15,Herrera,UMECIT,3,1
22.10. 03:15,Independiente,Deportivo Universitario,4,0
21.10. 23:00,Tauro,Arabe Unido,1,3
20.10. 03:00,Miguelito,Alianza,0,0
20.10. 01:00,San Francisco,Herrera,3,1
19.10. 03:30,Plaza Amador,Tauro,0,0
19.10. 01:15,Arabe Unido,Potros del Este,1,1
19.10. 01:15,Deportivo Universitario,UMECIT,3,1
17.10. 23:00,Chiriqui,Independiente,2,6
16.10. 01:15,Herrera,Deportivo Universitario,1,1
15.10. 23:00,Potros del Este,Tauro,2,3
15.10. 03:30,Independiente,San Francisco,2,0
15.10. 01:15,UMECIT,Chiriqui,4,0
14.10. 23:00,Alianza,Plaza Amador,2,0
14.10. 03:00,Arabe Unido,Miguelito,0,0
09.10. 01:15,Plaza Amador,Potros del Este,1,1
08.10. 23:00,Alianza,Arabe Unido,0,2
08.10. 03:30,Independiente,Herrera,4,2
08.10. 01:15,Chiriqui,Deportivo Universitario,1,2
07.10. 23:00,Tauro,Miguelito,2,1
07.10. 03:00,San Francisco,UMECIT,2,1
02.10. 01:15,Deportivo Universitario,Plaza Amador,2,1
01.10. 23:00,Potros del Este,San Francisco,0,2
01.10. 03:30,Miguelito,Chiriqui,4,0
01.10. 01:15,Alianza,UMECIT,0,1
30.09. 23:00,Tauro,Herrera,1,0
30.09. 03:00,Arabe Unido,Independiente,0,1
25.09. 01:15,Herrera,Miguelito,0,0
24.09. 23:00,Chiriqui,Potros del Este,1,2
24.09. 03:30,UMECIT,Tauro,0,2
24.09. 01:15,San Francisco,Arabe Unido,0,2
23.09. 23:00,Alianza,Deportivo Universitario,1,1
23.09. 03:00,Plaza Amador,Independiente,2,1
18.09. 01:15,Miguelito,Deportivo Universitario,4,0
17.09. 23:00,Potros del Este,UMECIT,2,2
17.09. 03:30,Herrera,Plaza Amador,2,1
17.09. 01:15,Independiente,Alianza,1,1
16.09. 23:00,Arabe Unido,Chiriqui,2,1
16.09. 03:00,San Francisco,Tauro,0,0
11.09. 00:15,Deportivo Universitario,Potros del Este,1,2
10.09. 22:00,Plaza Amador,San Francisco,0,1
10.09. 03:30,Independiente,Miguelito,2,1
10.09. 01:15,Chiriqui,Tauro,0,5
09.09. 23:00,Alianza,Herrera,3,1
09.09. 03:00,Arabe Unido,UMECIT,1,0
04.09. 01:15,UMECIT,Miguelito,0,1
03.09. 23:00,Plaza Amador,Chiriqui,5,0
03.09. 03:30,Deportivo Universitario,Arabe Unido,0,0
03.09. 01:15,San Francisco,Alianza,2,2
02.09. 23:00,Potros del Este,Herrera,2,1
02.09. 03:00,Tauro,Independiente,3,3
28.08. 02:30,Miguelito,San Francisco,2,0
28.08. 00:15,UMECIT,Plaza Amador,0,0
27.08. 03:30,Chiriqui,Alianza,1,2
27.08. 01:15,Herrera,Arabe Unido,2,0
26.08. 23:00,Tauro,Deportivo Universitario,1,1
26.08. 03:00,Independiente,Potros del Este,3,1
21.08. 01:15,Miguelito,Potros del Este,0,1
20.08. 23:00,Tauro,Alianza,2,0
20.08. 03:30,Independiente,UMECIT,1,0
20.08. 01:15,Chiriqui,Herrera,2,2
19.08. 23:00,Deportivo Universitario,San Francisco,1,0
19.08. 03:00,Plaza Amador,Arabe Unido,0,0
14.08. 01:15,San Francisco,Chiriqui,0,0
13.08. 23:00,Plaza Amador,Miguelito,4,2
13.08. 03:30,Deportivo Universitario,Independiente,0,0
13.08. 01:15,UMECIT,Herrera,1,2
12.08. 23:00,Arabe Unido,Tauro,0,4
12.08. 03:00,Alianza,Potros del Este,2,1
07.08. 01:10,Independiente,Chiriqui,4,0
06.08. 23:00,Potros del Este,Arabe Unido,1,1
06.08. 03:30,Herrera,San Francisco,0,0
06.08. 01:15,Tauro,Plaza Amador,2,0
05.08. 23:00,Alianza,Miguelito,0,0
05.08. 03:00,UMECIT,Deportivo Universitario,0,2
31.07. 01:15,Chiriqui,UMECIT,1,4
30.07. 23:00,Miguelito,Arabe Unido,2,1
30.07. 03:30,Tauro,Potros del Este,2,1
30.07. 01:15,Deportivo Universitario,Herrera,0,1
29.07. 23:00,Plaza Amador,Alianza,3,0
29.07. 03:00,San Francisco,Independiente,0,2
24.07. 01:15,Deportivo Universitario,Chiriqui,0,0
23.07. 23:00,Arabe Unido,Alianza,0,1
23.07. 03:30,UMECIT,San Francisco,0,1
23.07. 01:15,Herrera,Independiente,1,1
22.07. 23:00,Potros del Este,Plaza Amador,0,3
22.07. 03:00,Miguelito,Tauro,3,0
28.05. 02:00,Tauro,Independiente,1,3
21.05. 02:00AET,Independiente,Plaza Amador,3,1
20.05. 03:00,Miguelito,Tauro,1,2
15.05. 01:15,Tauro,Miguelito,2,1
13.05. 03:00,Plaza Amador,Independiente,0,0
08.05. 01:15,Herrera,Tauro,1,2
07.05. 02:00,Plaza Amador,Deportivo Universitario,6,0
30.04. 02:00,Deportivo Universitario,Independiente,1,0
30.04. 02:00,San Francisco,Chiriqui,1,0
30.04. 02:00,UMECIT,Herrera,1,0
29.04. 23:00,Arabe Unido,Tauro,0,1
29.04. 23:00,Plaza Amador,Miguelito,1,0
29.04. 23:00,Potros del Este,Alianza,2,0
23.04. 02:00,Chiriqui,Independiente,1,6
23.04. 02:00,Herrera,San Francisco,0,0
23.04. 02:00,UMECIT,Deportivo Universitario,1,0
22.04. 23:00,Arabe Unido,Potros del Este,4,1
22.04. 23:00,Miguelito,Alianza,2,0
22.04. 23:00,Tauro,Plaza Amador,0,2
17.04. 01:15,Miguelito,Arabe Unido,1,0
16.04. 23:00,Potros del Este,Tauro,2,0
16.04. 03:30,Alianza,Plaza Amador,2,1
16.04. 01:15,Deportivo Universitario,Herrera,1,1
15.04. 23:00,UMECIT,Chiriqui,3,1
15.04. 03:00,Independiente,San Francisco,3,0
06.04. 03:30,Plaza Amador,Potros del Este,1,1
06.04. 01:15,Tauro,Miguelito,0,1
05.04. 23:00,Arabe Unido,Alianza,0,0
05.04. 03:30,San Francisco,UMECIT,0,0
05.04. 01:15,Herrera,Independiente,3,0
04.04. 23:00,Chiriqui,Deportivo Universitario,0,0
03.04. 01:15,Alianza,Tauro,2,1
02.04. 23:00,Potros del Este,Miguelito,1,2
02.04. 03:30,Chiriqui,Herrera,2,0
02.04. 01:15,Plaza Amador,Arabe Unido,0,1
01.04. 23:00,UMECIT,Independiente,1,3
01.04. 03:00,San Francisco,Deportivo Universitario,2,1
27.03. 01:15,Miguelito,Herrera,1,1
26.03. 23:00,Potros del Este,Chiriqui,2,1
26.03. 03:30,Tauro,UMECIT,0,1
26.03. 00:10,Deportivo Universitario,Alianza,1,1
25.03. 22:00,Arabe Unido,San Francisco,0,0
25.03. 02:00,Independiente,Plaza Amador,1,2
21.03. 02:00,Independiente,Tauro,0,0
20.03. 00:15,Alianza,San Francisco,0,0
19.03. 02:30,Chiriqui,Plaza Amador,0,3
19.03. 00:15,Herrera,Potros del Este,3,2
18.03. 22:00,Arabe Unido,Deportivo Universitario,1,2
18.03. 02:00,Miguelito,UMECIT,0,0
12.03. 23:15,Tauro,San Francisco,2,0
12.03. 21:00,UMECIT,Potros del Este,4,0
12.03. 02:30,Plaza Amador,Herrera,0,2
12.03. 00:15,Deportivo Universitario,Miguelito,1,1
11.03. 22:00,Alianza,Independiente,0,1
11.03. 02:00,Chiriqui,Arabe Unido,0,0
06.03. 00:15,Miguelito,Independiente,1,2
05.03. 22:00,Potros del Este,Deportivo Universitario,4,0
05.03. 02:30,Herrera,Alianza,2,1
05.03. 00:15,UMECIT,Arabe Unido,1,1
04.03. 22:00,Tauro,Chiriqui,3,0
04.03. 02:00,San Francisco,Plaza Amador,1,1
27.02. 00:15,Alianza,Chiriqui,2,1
26.02. 22:00,Potros del Este,Independiente,1,1
26.02. 02:30,Plaza Amador,UMECIT,0,0
26.02. 00:15,Deportivo Universitario,Tauro,0,1
25.02. 22:00,Arabe Unido,Herrera,1,1
25.02. 02:00,San Francisco,Miguelito,1,1
16.02. 02:30,Independiente,Arabe Unido,2,1
16.02. 00:15,Herrera,Tauro,0,0
15.02. 22:00,UMECIT,Alianza,0,1
15.02. 02:30,San Francisco,Potros del Este,1,3
15.02. 00:15,Plaza Amador,Deportivo Universitario,0,1
14.02. 22:00,Chiriqui,Miguelito,1,0
13.02. 00:15,Herrera,UMECIT,1,0
12.02. 22:00,Independiente,Deportivo Universitario,4,1
12.02. 02:30,Miguelito,Plaza Amador,4,2
12.02. 00:15,Tauro,Arabe Unido,1,1
11.02. 22:00,Alianza,Potros del Este,0,1
11.02. 02:00,Chiriqui,San Francisco,3,1
06.02. 00:15,Potros del Este,Arabe Unido,0,2
05.02. 22:00,Independiente,Chiriqui,3,0
05.02. 02:30,Plaza Amador,Tauro,1,2
05.02. 00:15,Deportivo Universitario,UMECIT,1,0
04.02. 22:00,Alianza,Miguelito,0,0
04.02. 02:00,San Francisco,Herrera,0,0
30.01. 00:15,Chiriqui,UMECIT,1,1
29.01. 22:00,Arabe Unido,Miguelito,0,2
29.01. 02:30,Tauro,Potros del Este,2,0
29.01. 00:15,Herrera,Deportivo Universitario,3,4
28.01. 22:00,Plaza Amador,Alianza,3,1
28.01. 02:00,San Francisco,Independiente,2,2
23.01. 00:15,Independiente,Herrera,1,3
22.01. 22:00,Deportivo Universitario,Chiriqui,4,2
22.01. 02:30,Miguelito,Tauro,2,2
22.01. 00:15,Alianza,Arabe Unido,0,2
21.01. 22:00,UMECIT,San Francisco,1,1
21.01. 02:00,Potros del Este,Plaza Amador,1,2
16.01. 00:15,Miguelito,Potros del Este,2,1
15.01. 22:00,Arabe Unido,Plaza Amador,0,0
15.01. 02:30,Tauro,Alianza,0,1
15.01. 00:15,Herrera,Chiriqui,4,0
14.01. 22:00,Deportivo Universitario,San Francisco,0,1
14.01. 02:00,Independiente,UMECIT,4,0
