date,home_team,away_team,home_score,away_score
12.12. 02:00,Tauro,Herrera,3,0
05.12. 23:00,Tauro,Alianza,1,0
05.12. 00:00,Herrera,Veraguas,1,0
30.11. 01:00,Alianza,Tauro,0,0
28.11. 01:00,Veraguas,Herrera,1,1
25.11. 02:00AET,Independiente,Alianza,1,3
24.11. 02:00,Plaza Amador,Veraguas,0,1
20.11. 22:00,Chiriqui,Independiente,1,1
20.11. 22:00,Deportivo Universitario,Herrera,1,2
20.11. 22:00,Miguelito,Arabe Unido,1,2
20.11. 22:00,Plaza Amador,Alianza,3,1
20.11. 22:00,San Francisco,Veraguas,0,1
20.11. 22:00,Tauro,Potros del Este,1,1
13.11. 22:00,Alianza,Tauro,0,1
13.11. 22:00,Arabe Unido,Plaza Amador,1,2
13.11. 22:00,Herrera,San Francisco,2,1
13.11. 22:00,Independiente,Deportivo Universitario,0,0
13.11. 22:00,Potros del Este,Miguelito,1,0
13.11. 22:00,Veraguas,Chiriqui,0,2
07.11. 23:00,Plaza Amador,Potros del Este,0,0
07.11. 22:00,Tauro,Miguelito,1,0
07.11. 00:00,Herrera,Veraguas,1,1
06.11. 23:00,San Francisco,Independiente,1,1
06.11. 22:00,Arabe Unido,Alianza,1,0
06.11. 21:00,Deportivo Universitario,Chiriqui,4,1
31.10. 23:00,Independiente,Veraguas,3,1
31.10. 22:00,Miguelito,Plaza Amador,1,1
31.10. 01:00,Chiriqui,Herrera,0,0
30.10. 23:00,Tauro,Arabe Unido,1,1
30.10. 22:00,Deportivo Universitario,San Francisco,0,1
30.10. 02:00,Potros del Este,Alianza,0,1
24.10. 03:00,Herrera,Independiente,2,1
24.10. 01:00,Plaza Amador,Tauro,1,2
24.10. 01:00,Veraguas,Deportivo Universitario,1,0
23.10. 23:00,Alianza,Miguelito,1,0
23.10. 23:00,Arabe Unido,Potros del Este,1,1
23.10. 03:00,San Francisco,Chiriqui,1,0
18.10. 00:00,Herrera,Alianza,1,1
18.10. 00:00,Plaza Amador,Independiente,4,0
17.10. 02:00,Chiriqui,Miguelito,1,1
17.10. 01:00,Deportivo Universitario,Potros del Este,0,2
16.10. 23:00,San Francisco,Arabe Unido,1,0
16.10. 23:00,Tauro,Veraguas,2,0
10.10. 02:00,Independiente,Tauro,1,0
10.10. 01:00,Deportivo Universitario,Arabe Unido,2,1
10.10. 01:00,Herrera,Plaza Amador,0,2
09.10. 23:00,Miguelito,San Francisco,1,1
09.10. 02:00,Alianza,Veraguas,0,1
09.10. 02:00,Potros del Este,Chiriqui,1,0
07.10. 01:00,Deportivo Universitario,Plaza Amador,0,1
04.10. 00:00,Plaza Amador,Chiriqui,2,0
04.10. 00:00,Tauro,Deportivo Universitario,3,1
03.10. 01:00,Veraguas,Potros del Este,1,3
03.10. 00:00,Miguelito,Herrera,1,1
02.10. 23:00,Arabe Unido,Independiente,0,0
02.10. 03:00,San Francisco,Alianza,0,1
27.09. 00:00,Potros del Este,San Francisco,0,0
26.09. 02:00,Tauro,Herrera,1,1
26.09. 01:00,Chiriqui,Arabe Unido,0,1
26.09. 01:00,Independiente,Alianza,0,0
26.09. 01:00,Veraguas,Miguelito,2,0
19.09. 02:00,Alianza,Deportivo Universitario,1,0
19.09. 01:00,Chiriqui,Tauro,0,1
19.09. 01:00,Plaza Amador,San Francisco,1,1
18.09. 23:00,Arabe Unido,Veraguas,0,0
18.09. 02:00,Herrera,Potros del Este,1,1
17.09. 02:00,Independiente,Miguelito,3,0
13.09. 00:00,Potros del Este,Independiente,1,1
12.09. 02:00,San Francisco,Tauro,1,3
12.09. 01:00,Miguelito,Deportivo Universitario,1,0
12.09. 01:00,Veraguas,Plaza Amador,1,1
11.09. 23:00,Arabe Unido,Herrera,1,1
11.09. 02:00,Alianza,Chiriqui,2,1
05.09. 01:00,Alianza,Plaza Amador,1,0
05.09. 01:00,Independiente,Chiriqui,1,2
05.09. 01:00,Veraguas,San Francisco,1,0
04.09. 23:00,Arabe Unido,Miguelito,0,1
04.09. 02:00,Herrera,Deportivo Universitario,1,2
04.09. 02:00,Potros del Este,Tauro,1,2
30.08. 00:00,Chiriqui,Veraguas,2,0
30.08. 00:00,Miguelito,Potros del Este,1,1
29.08. 02:00,Plaza Amador,Arabe Unido,0,1
29.08. 01:00,Deportivo Universitario,Independiente,1,3
29.08. 01:00,Tauro,Alianza,0,0
