date,home_team,away_team,home_score,away_score
13.12. 20:00,Universidad O&M,Delfines Del Este,2,1
06.12. 21:00,Delfines Del Este,Universidad O&M,0,2
29.11. 21:00,Universidad O&M,San Cristobal,2,1
28.11. 21:00,Cibao,Delfines Del Este,0,1
22.11. 21:00,Delfines Del Este,Cibao,2,1
21.11. 21:00,San Cristobal,Universidad O&M,0,3
15.11. 21:00,Delfines Del Este,Vega Real,2,1
14.11. 21:00,Atlantico,San Cristobal,1,3
07.11. 21:00,Atletico Pantoja,Universidad O&M,0,2
07.11. 21:00,Cibao,Vega Real,2,1
07.11. 21:00,Jarabacoa,Atlantico,0,3
07.11. 21:00,San Cristobal,Delfines Del Este,0,2
01.11. 21:00,Cibao,Atlantico,1,1
01.11. 21:00,San Cristobal,Atletico Pantoja,3,2
31.10. 21:00,Universidad O&M,Delfines Del Este,1,1
31.10. 21:00,Vega Real,Jarabacoa,3,0
28.10. 23:00,Delfines Del Este,Atletico Pantoja,2,1
28.10. 22:00,Universidad O&M,San Cristobal,2,0
28.10. 21:00,Atlantico,Vega Real,1,1
28.10. 21:00,Jarabacoa,Cibao,0,4
25.10. 21:00,Atlantico,Cibao,1,0
25.10. 21:00,Delfines Del Este,Universidad O&M,1,0
24.10. 22:00,Jarabacoa,Vega Real,2,2
23.10. 23:00,Atletico Pantoja,San Cristobal,3,0
18.10. 22:00,Delfines Del Este,San Cristobal,1,5
18.10. 22:00,Vega Real,Atlantico,2,2
17.10. 22:00,Universidad O&M,Atletico Pantoja,1,0
17.10. 00:00,Cibao,Jarabacoa,3,1
11.10. 22:00,Atletico Pantoja,Delfines Del Este,1,1
11.10. 22:00,Vega Real,Cibao,1,1
10.10. 22:00,Atlantico,Jarabacoa,0,0
09.10. 23:00,San Cristobal,Universidad O&M,0,2
