date,home_team,away_team,home_score,away_score
20.12. 23:00,San Carlos,Herediano,0,4
20.05. 23:30,Saprissa,Herediano,2,1
16.05. 23:30,Herediano,Saprissa,1,1
10.05. 23:30,AD Santos,Zeledon,4,0
09.05. 23:30,Alajuelense,Carmelita,1,2
09.05. 23:30,Cartagines,Liberia,1,0
09.05. 23:30,Guanacasteca,AD Barbarena,2,2
09.05. 23:30,Herediano,San Carlos,0,0
09.05. 23:30,Saprissa,AD Ramonense,4,1
02.05. 23:30,AD Barbarena,Cartagines,1,1
02.05. 23:30,AD Ramonense,Alajuelense,2,1
02.05. 23:30,Carmelita,Guanacasteca,2,0
02.05. 23:30,Liberia,AD Santos,0,1
02.05. 23:30,San Carlos,Saprissa,1,1
02.05. 23:30,Zeledon,Herediano,0,1
28.04. 23:30,Herediano,Alajuelense,2,0
28.04. 23:30,Saprissa,Zeledon,4,0
24.04. 23:30,AD Santos,AD Barbarena,3,1
24.04. 23:30,Alajuelense,San Carlos,2,1
24.04. 23:30,Cartagines,Carmelita,0,0
24.04. 23:30,Guanacasteca,AD Ramonense,2,0
24.04. 23:30,Saprissa,Herediano,2,4
24.04. 23:30,Zeledon,Liberia,2,2
21.04. 23:30,AD Barbarena,Liberia,1,1
21.04. 23:30,AD Ramonense,Cartagines,1,2
21.04. 23:30,Carmelita,AD Santos,2,1
21.04. 23:30,San Carlos,Guanacasteca,2,0
18.04. 23:30,Alajuelense,Saprissa,0,1
18.04. 23:30,Cartagines,San Carlos,5,0
18.04. 23:30,Guanacasteca,Herediano,3,0
18.04. 23:30,Liberia,Carmelita,3,0
17.04. 23:30,AD Santos,AD Ramonense,5,1
17.04. 23:30,Zeledon,AD Barbarena,2,1
12.04. 23:30,Saprissa,Guanacasteca,3,2
10.04. 23:30,AD Ramonense,Liberia,2,1
10.04. 23:30,Alajuelense,Zeledon,1,0
10.04. 23:30,Carmelita,AD Barbarena,2,1
10.04. 23:30,Herediano,Cartagines,5,0
10.04. 23:30,San Carlos,AD Santos,1,0
07.04. 23:30,Alajuelense,Liberia,3,2
07.04. 23:30,Saprissa,AD Barbarena,1,0
03.04. 23:30,AD Barbarena,AD Ramonense,4,2
03.04. 23:30,AD Santos,Herediano,2,3
03.04. 23:30,Cartagines,Saprissa,0,0
03.04. 23:30,Guanacasteca,Alajuelense,2,7
03.04. 23:30,Liberia,San Carlos,0,1
03.04. 23:30,Zeledon,Carmelita,2,2
28.03. 23:30,Alajuelense,Cartagines,1,1
28.03. 23:30,Guanacasteca,Zeledon,0,1
28.03. 23:30,Saprissa,AD Santos,2,1
27.03. 23:30,AD Ramonense,Carmelita,0,1
27.03. 23:30,Herediano,Liberia,0,0
27.03. 23:30,San Carlos,AD Barbarena,1,0
20.03. 23:30,AD Barbarena,Herediano,2,1
20.03. 23:30,AD Santos,Alajuelense,2,3
20.03. 23:30,Carmelita,San Carlos,1,0
20.03. 23:30,Cartagines,Guanacasteca,0,1
20.03. 23:30,Liberia,Saprissa,1,1
20.03. 23:30,Zeledon,AD Ramonense,2,3
17.03. 23:30,Cartagines,Zeledon,1,0
17.03. 23:30,Guanacasteca,AD Santos,1,0
17.03. 23:30,Herediano,Carmelita,3,0
17.03. 23:30,San Carlos,AD Ramonense,1,1
13.03. 23:30,AD Barbarena,Alajuelense,0,2
13.03. 23:30,AD Ramonense,Herediano,2,2
13.03. 23:30,AD Santos,Cartagines,4,2
13.03. 23:30,Carmelita,Saprissa,2,2
13.03. 23:30,Liberia,Guanacasteca,1,1
13.03. 23:30,Zeledon,San Carlos,1,0
10.03. 23:30,AD Barbarena,Guanacasteca,2,2
10.03. 23:30,AD Ramonense,Saprissa,0,0
10.03. 23:30,Carmelita,Alajuelense,0,4
10.03. 23:30,Liberia,Cartagines,3,1
10.03. 23:30,San Carlos,Herediano,0,0
10.03. 23:30,Zeledon,AD Santos,1,1
07.03. 23:30,Cartagines,AD Barbarena,3,1
07.03. 23:30,Guanacasteca,Carmelita,4,2
07.03. 23:30,Herediano,Zeledon,2,0
07.03. 23:30,Saprissa,San Carlos,2,0
06.03. 23:30,AD Santos,Liberia,2,1
06.03. 23:30,Alajuelense,AD Ramonense,2,1
28.02. 23:30,AD Barbarena,AD Santos,0,1
28.02. 23:30,AD Ramonense,Guanacasteca,2,1
28.02. 23:30,Carmelita,Cartagines,4,1
28.02. 23:30,Herediano,Saprissa,1,2
28.02. 23:30,Liberia,Zeledon,0,1
28.02. 23:30,San Carlos,Alajuelense,4,2
21.02. 23:30,AD Santos,Carmelita,2,0
21.02. 23:30,Alajuelense,Herediano,1,2
21.02. 23:30,Cartagines,AD Ramonense,2,1
21.02. 23:30,Guanacasteca,San Carlos,2,1
21.02. 23:30,Liberia,AD Barbarena,3,0
21.02. 23:30,Zeledon,Saprissa,3,0
17.02. 23:30,AD Barbarena,Zeledon,0,1
17.02. 23:30,AD Ramonense,AD Santos,0,0
17.02. 23:30,Carmelita,Liberia,2,0
17.02. 23:30,Herediano,Guanacasteca,2,0
17.02. 23:30,San Carlos,Cartagines,0,0
17.02. 23:30,Saprissa,Alajuelense,2,1
14.02. 23:30,AD Barbarena,Carmelita,3,1
14.02. 23:30,AD Santos,San Carlos,0,0
14.02. 23:30,Cartagines,Herediano,0,1
14.02. 23:30,Guanacasteca,Saprissa,3,2
14.02. 23:30,Liberia,AD Ramonense,1,0
14.02. 23:30,Zeledon,Alajuelense,2,2
08.02. 23:30,AD Barbarena,San Carlos,0,2
08.02. 23:30,AD Santos,Saprissa,0,1
08.02. 23:30,Carmelita,AD Ramonense,0,0
08.02. 23:30,Cartagines,Alajuelense,0,2
08.02. 23:30,Liberia,Herediano,0,3
