date,home_team,away_team,home_score,away_score
18.12. 21:30,Sport Boys,U. de Deportes,0,0
18.12. 21:00,Coronel,Union Huaral,2,2
17.12. 22:00,Cesar Vallejo,Cienciano,1,1
17.12. 22:00,U. San Martin,Sporting Cristal,1,0
17.12. 21:30,Alianza Lima,FBC Melgar,1,0
17.12. 19:30,Sport Ancash,Alianza Atl.,1,0
14.12. 23:55,Atletico Universidad,Sport Boys,2,0
14.12. 23:55,Union Huaral,Alianza Lima,0,2
14.12. 21:30,U. de Deportes,Sport Ancash,1,0
14.12. 21:15,Cienciano,Coronel,0,1
14.12. 19:15,Alianza Atl.,U. San Martin,1,4
14.12. 17:15,Sporting Cristal,Cesar Vallejo,1,1
11.12. 22:00,U. San Martin,U. de Deportes,1,0
11.12. 21:30,Alianza Lima,Cienciano,2,0
11.12. 21:30,Coronel,Sporting Cristal,1,2
11.12. 21:30,FBC Melgar,Union Huaral,3,1
10.12. 21:00,Cesar Vallejo,Alianza Atl.,2,3
10.12. 19:30,Sport Ancash,Atletico Universidad,3,2
07.12. 23:59,Sporting Cristal,Alianza Lima,0,0
07.12. 21:30,Sport Boys,Sport Ancash,2,0
07.12. 21:30,U. de Deportes,Cesar Vallejo,2,2
07.12. 21:15,Cienciano,FBC Melgar,4,0
07.12. 19:15,Alianza Atl.,Coronel,1,2
07.12. 00:00,Atletico Universidad,U. San Martin,3,1
04.12. 22:00,Union Huaral,Cienciano,0,0
04.12. 21:30,FBC Melgar,Sporting Cristal,0,2
04.12. 17:30,U. San Martin,Sport Boys,1,0
03.12. 22:00,Cesar Vallejo,Atletico Universidad,3,0
03.12. 22:00,Coronel,U. de Deportes,0,2
03.12. 21:30,Alianza Lima,Alianza Atl.,4,1
27.11. 21:30,Atletico Universidad,Coronel,2,3
27.11. 21:30,U. de Deportes,Alianza Lima,2,1
27.11. 19:30,Sport Ancash,U. San Martin,0,1
27.11. 19:20,Alianza Atl.,FBC Melgar,1,0
27.11. 17:20,Sporting Cristal,Union Huaral,2,0
26.11. 19:30,Sport Boys,Cesar Vallejo,3,2
20.11. 23:30,Coronel,Sport Boys,2,2
20.11. 21:30,Alianza Lima,Atletico Universidad,3,3
20.11. 21:20,Cienciano,Sporting Cristal,3,0
20.11. 20:00,Union Huaral,Alianza Atl.,0,2
19.11. 16:00,Cesar Vallejo,Sport Ancash,2,2
19.11. 16:00,FBC Melgar,U. de Deportes,1,1
16.11. 23:55,Atletico Universidad,FBC Melgar,0,3
16.11. 21:30,Sport Boys,Alianza Lima,1,0
16.11. 21:30,U. de Deportes,Union Huaral,3,0
16.11. 21:00,Sport Ancash,Coronel,3,1
16.11. 19:00,Alianza Atl.,Cienciano,1,0
16.11. 19:00,U. San Martin,Cesar Vallejo,0,0
13.11. 21:30,Alianza Lima,Sport Ancash,3,0
13.11. 21:30,Union Huaral,Atletico Universidad,1,2
13.11. 21:20,Cienciano,U. de Deportes,1,1
12.11. 23:55,Coronel,U. San Martin,1,2
12.11. 21:30,Sporting Cristal,Alianza Atl.,5,1
12.11. 19:30,FBC Melgar,Sport Boys,1,0
06.11. 23:55,Sporting Cristal,U. de Deportes,2,1
06.11. 21:30,Sport Boys,Union Huaral,1,0
06.11. 21:30,U. San Martin,Alianza Lima,0,3
06.11. 21:00,Sport Ancash,FBC Melgar,2,2
