date,home_team,away_team,home_score,away_score
08.06. 02:00,UNAN-Managua,Chinandega,9,2
04.06. 23:00,Chinandega,UNAN-Managua,1,5
21.05. 03:00,Diriangen,Esteli,0,3
15.05. 03:00,Esteli,Diriangen,0,0
08.05. 03:00Pen,Esteli,Managua FC,3,3
07.05. 03:00,Diriangen,Matagalpa,3,0
01.05. 03:00,Managua FC,Esteli,0,1
30.04. 23:00,Matagalpa,Diriangen,0,2
28.04. 03:00Pen,Ferretti,Matagalpa,1,2
27.04. 03:00,Managua FC,Ocotal,3,1
25.04. 02:00,Ferretti,Diriangen,2,0
23.04. 23:00,Jalapa,Sport Sebaco,3,1
23.04. 23:00,Managua FC,UNAN-Managua,0,3
23.04. 23:00,Matagalpa,Esteli,0,1
23.04. 23:00,Ocotal,Juventus Managua,2,1
21.04. 03:00,Diriangen,Sport Sebaco,5,1
21.04. 03:00,Esteli,UNAN-Managua,4,1
20.04. 01:00,Ferretti,Ocotal,2,2
19.04. 23:00,Juventus Managua,Jalapa,2,3
19.04. 23:00,Matagalpa,Managua FC,0,0
18.04. 03:00,Esteli,Diriangen,1,2
17.04. 02:00,Jalapa,Ocotal,1,2
16.04. 23:00,Sport Sebaco,Managua FC,0,1
16.04. 00:00,UNAN-Managua,Matagalpa,3,1
15.04. 23:00,Juventus Managua,Ferretti,0,3
14.04. 02:00,Ocotal,Sport Sebaco,0,0
14.04. 00:00,Managua FC,Esteli,0,3
13.04. 03:00,Diriangen,Jalapa,2,2
13.04. 00:00,UNAN-Managua,Juventus Managua,1,1
12.04. 23:00,Matagalpa,Ferretti,1,0
09.04. 02:00,Ocotal,Diriangen,0,2
06.04. 04:00,Juventus Managua,Esteli,0,7
06.04. 03:00,Diriangen,Managua FC,2,2
06.04. 01:00,Ferretti,Jalapa,3,2
05.04. 23:00,Sport Sebaco,UNAN-Managua,1,2
05.04. 02:00,Ocotal,Matagalpa,0,1
03.04. 03:00,Esteli,Ferretti,2,2
03.04. 01:00,Diriangen,Juventus Managua,1,0
02.04. 04:00,UNAN-Managua,Ocotal,2,4
02.04. 01:00,Managua FC,Jalapa,3,2
01.04. 23:00,Matagalpa,Sport Sebaco,0,0
27.03. 02:00,Jalapa,UNAN-Managua,0,0
26.03. 23:00,Sport Sebaco,Esteli,3,0
26.03. 04:00,Managua FC,Ferretti,2,2
