date,home_team,away_team,home_score,away_score
13.06. 02:00AET,Jalapa,CD Junior,4,0
09.06. 03:00,CD Junior,Jalapa,3,1
22.05. 02:00Pen,Diriangen,Ferretti,1,2
16.05. 03:00,Ferretti,Diriangen,0,2
12.05. 04:00AET,Diriangen,Managua FC,1,0
12.05. 03:00AET,Esteli,Ferretti,0,2
09.05. 04:00,Managua FC,Diriangen,1,1
09.05. 00:00,Ferretti,Esteli,2,3
06.05. 04:00,Managua FC,Juventus Managua,4,3
06.05. 01:00,Ferretti,Sport Sebaco,1,0
02.05. 03:00,Ferretti,Managua FC,1,0
02.05. 03:00,Ocotal,Esteli,0,1
02.05. 00:00,Diriangen,Jalapa,0,0
02.05. 00:00,Juventus Managua,UNAN-Managua,1,3
02.05. 00:00,Real Madriz,Sport Sebaco,0,0
29.04. 03:00,Juventus Managua,Jalapa,2,1
29.04. 02:00,Diriangen,Sport Sebaco,8,0
28.04. 03:00,Esteli,Ferretti,0,0
28.04. 03:00,Managua FC,Real Madriz,3,0
28.04. 02:00,Ocotal,UNAN-Managua,0,0
25.04. 04:10,UNAN-Managua,Managua FC,0,1
25.04. 02:00,Diriangen,Esteli,1,0
25.04. 02:00Awrd,Real Madriz,Jalapa,3,0
25.04. 01:00,Juventus Managua,Ocotal,2,1
24.04. 23:00,Sport Sebaco,Ferretti,2,0
14.04. 04:00,UNAN-Managua,Esteli,0,0
14.04. 03:00,Ocotal,Managua FC,1,1
14.04. 03:00,Real Madriz,Diriangen,2,2
14.04. 01:30,Ferretti,Juventus Managua,2,1
14.04. 01:00,Jalapa,Sport Sebaco,1,0
11.04. 03:00,Managua FC,Diriangen,2,3
11.04. 02:00,Jalapa,Esteli,2,1
11.04. 00:00,Ferretti,UNAN-Managua,4,1
10.04. 03:00,Real Madriz,Ocotal,0,1
09.04. 23:00,Sport Sebaco,Juventus Managua,2,0
08.04. 02:00,Ferretti,Jalapa,4,1
07.04. 04:00,Juventus Managua,Esteli,0,3
07.04. 03:00,Ocotal,Diriangen,1,0
07.04. 01:00,UNAN-Managua,Real Madriz,3,1
06.04. 23:00,Sport Sebaco,Managua FC,2,0
04.04. 02:00,Jalapa,UNAN-Managua,1,1
03.04. 23:00,Sport Sebaco,Ocotal,4,1
03.04. 04:00,Managua FC,Esteli,1,2
03.04. 03:00,Diriangen,Ferretti,1,1
03.04. 01:00,Juventus Managua,Real Madriz,1,1
24.03. 01:00Awrd,Jalapa,Diriangen,0,3
20.03. 02:00,Esteli,Real Madriz,4,0
20.03. 01:00,Diriangen,Juventus Managua,2,2
19.03. 03:00,UNAN-Managua,Sport Sebaco,3,3
19.03. 02:00,Jalapa,Managua FC,1,0
19.03. 00:00,Ferretti,Ocotal,4,1
14.03. 02:00,Managua FC,Juventus Managua,0,2
14.03. 01:00,Esteli,Sport Sebaco,3,3
14.03. 01:00,Real Madriz,Ferretti,0,2
14.03. 00:00,Jalapa,Ocotal,0,0
13.03. 23:00,UNAN-Managua,Diriangen,0,3
11.03. 03:00,Managua FC,Ferretti,2,1
11.03. 02:00,Esteli,Ocotal,4,1
11.03. 00:00,UNAN-Managua,Juventus Managua,1,2
09.03. 22:00,Sport Sebaco,Real Madriz,1,1
07.03. 02:00,Ferretti,Esteli,2,3
07.03. 01:00,Jalapa,Juventus Managua,1,0
07.03. 01:00,Real Madriz,Managua FC,1,0
06.03. 23:00,UNAN-Managua,Ocotal,2,1
05.03. 22:00,Sport Sebaco,Diriangen,4,0
04.03. 03:00,Juventus Managua,Ferretti,0,1
04.03. 02:00,Esteli,UNAN-Managua,3,0
04.03. 00:00,Managua FC,Ocotal,1,1
03.03. 01:00,Diriangen,Real Madriz,3,0
02.03. 22:00,Sport Sebaco,Jalapa,1,1
28.02. 02:00,Managua FC,UNAN-Managua,3,3
28.02. 01:00,Ocotal,Juventus Managua,0,1
27.02. 23:00,Ferretti,Sport Sebaco,5,0
27.02. 02:00,Esteli,Diriangen,1,4
27.02. 01:00,Jalapa,Real Madriz,0,1
21.02. 02:00,Esteli,Jalapa,5,0
21.02. 01:00,Ocotal,Real Madriz,2,0
20.02. 03:00,UNAN-Managua,Ferretti,2,2
20.02. 02:00,Diriangen,Managua FC,0,2
20.02. 00:00,Juventus Managua,Sport Sebaco,5,1
14.02. 02:00,Managua FC,Sport Sebaco,3,2
14.02. 01:00,Diriangen,Ocotal,2,0
14.02. 01:00,Jalapa,Ferretti,3,2
13.02. 02:00,Esteli,Juventus Managua,2,1
13.02. 01:00,Real Madriz,UNAN-Managua,0,1
11.02. 01:00,Ocotal,Sport Sebaco,0,0
10.02. 03:00,Ferretti,Diriangen,2,3
10.02. 02:00,Esteli,Managua FC,1,2
10.02. 00:00,UNAN-Managua,Jalapa,0,0
09.02. 02:00,Real Madriz,Juventus Managua,0,3
07.02. 01:00,Sport Sebaco,UNAN-Managua,1,1
06.02. 02:00,Real Madriz,Esteli,0,0
06.02. 01:00,Ocotal,Ferretti,1,0
05.02. 03:00,Juventus Managua,Diriangen,0,2
05.02. 00:00,Managua FC,Jalapa,3,0
23.01. 03:00,Juventus Managua,Managua FC,1,2
23.01. 01:00,Ocotal,Jalapa,0,1
22.01. 23:00,Ferretti,Real Madriz,3,0
22.01. 02:00,Diriangen,UNAN-Managua,4,0
21.01. 22:00,Sport Sebaco,Esteli,4,4
19.12. 02:00,Esteli,Diriangen,0,0
12.12. 02:00,Diriangen,Esteli,1,0
06.12. 01:00,Diriangen,Managua FC,2,0
05.12. 02:00,Esteli,Ferretti,2,0
29.11. 01:00,Ferretti,Esteli,1,4
28.11. 02:00,Managua FC,Diriangen,1,2
25.11. 03:00AET,Managua FC,Juventus Managua,1,0
25.11. 00:00,Ferretti,Ocotal,2,0
22.11. 03:00,Managua FC,Ferretti,3,1
22.11. 01:00,Diriangen,Jalapa,5,0
22.11. 01:00,Esteli,Ocotal,4,0
22.11. 00:00,Juventus Managua,UNAN-Managua,1,2
20.11. 22:00,Sport Sebaco,Real Madriz,2,3
19.11. 03:00,Ferretti,Esteli,4,0
19.11. 01:00,Jalapa,Juventus Managua,1,1
19.11. 00:00,UNAN-Managua,Ocotal,2,3
18.11. 02:00,Real Madriz,Managua FC,1,3
17.11. 22:00,Sport Sebaco,Diriangen,1,1
05.11. 01:00,Ocotal,Managua FC,1,0
04.11. 22:00,Sport Sebaco,Jalapa,3,0
04.11. 03:00,UNAN-Managua,Esteli,3,3
04.11. 02:00,Diriangen,Real Madriz,4,0
04.11. 00:00,Juventus Managua,Ferretti,2,2
01.11. 01:00,Jalapa,Real Madriz,0,1
01.11. 01:00,Ocotal,Juventus Managua,1,0
31.10. 03:00,Managua FC,UNAN-Managua,3,0
31.10. 02:00,Esteli,Diriangen,3,0
31.10. 01:00,Ferretti,Sport Sebaco,2,1
25.10. 04:00,UNAN-Managua,Ferretti,0,1
25.10. 03:00,Diriangen,Managua FC,0,3
25.10. 02:00,Real Madriz,Ocotal,1,1
24.10. 03:00,Jalapa,Esteli,2,1
23.10. 23:00,Sport Sebaco,Juventus Managua,3,3
22.10. 03:00,Diriangen,Ocotal,3,0
22.10. 03:00,Real Madriz,UNAN-Managua,0,1
21.10. 04:00,Managua FC,Sport Sebaco,1,2
21.10. 03:00,Esteli,Juventus Managua,3,0
21.10. 01:00,Ferretti,Jalapa,5,0
18.10. 04:00,Juventus Managua,Real Madriz,1,0
18.10. 02:00,Jalapa,UNAN-Managua,2,2
17.10. 04:00,Esteli,Managua FC,1,0
17.10. 02:00,Diriangen,Ferretti,4,2
16.10. 03:00,Ocotal,Sport Sebaco,1,1
11.10. 02:00,Real Madriz,Esteli,1,2
10.10. 23:00,Sport Sebaco,UNAN-Managua,1,1
10.10. 04:00,Juventus Managua,Diriangen,2,0
10.10. 03:00,Ocotal,Ferretti,3,0
10.10. 01:00,Managua FC,Jalapa,3,0
07.10. 03:00,Esteli,Ferretti,1,1
03.10. 02:00,Ocotal,Jalapa,0,0
02.10. 23:00,Sport Sebaco,Esteli,1,3
02.10. 04:00,Juventus Managua,Managua FC,1,3
02.10. 03:00,Real Madriz,Ferretti,3,1
02.10. 01:00,UNAN-Managua,Diriangen,0,5
27.09. 04:00,UNAN-Managua,Juventus Managua,1,1
27.09. 02:00,Jalapa,Diriangen,2,1
27.09. 01:30,Ferretti,Managua FC,0,0
26.09. 03:00,Real Madriz,Sport Sebaco,3,3
26.09. 02:00,Ocotal,Esteli,1,2
23.09. 04:00,Ferretti,Diriangen,2,3
23.09. 01:00,Managua FC,Ocotal,3,1
20.09. 04:00,Juventus Managua,Jalapa,3,1
20.09. 02:00,Ocotal,UNAN-Managua,1,2
20.09. 01:00,Managua FC,Real Madriz,1,1
18.09. 23:00,Diriangen,Sport Sebaco,1,0
13.09. 04:00,UNAN-Managua,Managua FC,2,3
13.09. 02:00,Diriangen,Esteli,3,2
13.09. 01:00,Juventus Managua,Ocotal,3,1
12.09. 19:00,Sport Sebaco,Ferretti,4,8
12.09. 03:00,Real Madriz,Jalapa,1,0
