date,home_team,away_team,home_score,away_score
18.12. 00:00Pen,Sud America,Sisley,1,2
13.12. 21:00,Sud America,Sisley,1,0
10.12. 23:00Pen,Penarol,Defensor Sp.,1,0
09.12. 22:00,Sisley,Sud America,3,2
07.12. 00:00,Defensor Sp.,Penarol,0,1
03.12. 21:00,Danubio,Boston River,1,0
03.12. 21:00,Defensor Sp.,Fenix,0,2
03.12. 21:00,Juventud,Wanderers,2,5
03.12. 21:00,Penarol,Racing Montevideo,4,0
03.12. 21:00,River Plate,Sisley,1,0
03.12. 21:00,Sud America,Nacional,3,2
02.12. 14:15,Rampla Juniors,CA Cerro,0,1
01.12. 23:00,Plaza Colonia,Liverpool M.,0,1
26.11. 23:30,Sisley,Plaza Colonia,1,1
26.11. 21:00,Fenix,Rampla Juniors,1,1
26.11. 21:00,Liverpool M.,Danubio,5,0
26.11. 21:00,Nacional,Defensor Sp.,1,1
26.11. 21:00,Racing Montevideo,River Plate,0,0
26.11. 21:00,Wanderers,Sud America,1,0
25.11. 21:00,Boston River,Juventud,3,1
25.11. 21:00,CA Cerro,Penarol,0,4
23.11. 23:30,Defensor Sp.,Wanderers,2,1
23.11. 23:00,Plaza Colonia,Racing Montevideo,1,2
23.11. 21:00,Danubio,Sisley,2,2
23.11. 21:00,Rampla Juniors,Nacional,0,2
22.11. 21:00,Fenix,CA Cerro,1,1
22.11. 21:00,Juventud,Liverpool M.,2,1
22.11. 21:00,River Plate,Penarol,2,1
22.11. 21:00,Sud America,Boston River,1,0
19.11. 23:00,Penarol,Plaza Colonia,3,0
19.11. 21:00,Liverpool M.,Sud America,2,4
19.11. 21:00,Racing Montevideo,Danubio,5,2
19.11. 21:00,Wanderers,Rampla Juniors,1,0
19.11. 20:00,Boston River,Defensor Sp.,0,1
19.11. 00:00,Nacional,Fenix,1,0
18.11. 21:00,CA Cerro,River Plate,2,2
18.11. 21:00,Sisley,Juventud,2,2
16.11. 23:30,Defensor Sp.,Liverpool M.,2,2
16.11. 21:00,Danubio,Penarol,0,2
16.11. 21:00,Rampla Juniors,Boston River,1,0
16.11. 00:00,Nacional,CA Cerro,3,1
15.11. 23:00,Plaza Colonia,River Plate,2,3
15.11. 21:00,Fenix,Wanderers,4,1
15.11. 21:00,Juventud,Racing Montevideo,0,2
15.11. 21:00,Sud America,Sisley,1,1
12.11. 23:30,Sisley,Defensor Sp.,0,2
12.11. 21:00,Boston River,Fenix,0,0
12.11. 21:00,Liverpool M.,Rampla Juniors,1,2
12.11. 21:00,Wanderers,Nacional,2,3
11.11. 22:00,Penarol,Juventud,1,0
11.11. 21:00,CA Cerro,Plaza Colonia,1,0
11.11. 21:00,Racing Montevideo,Sud America,2,3
11.11. 21:00,River Plate,Danubio,1,1
10.11. 00:00,Nacional,Boston River,5,0
09.11. 21:00,Fenix,Liverpool M.,0,2
09.11. 21:00,Rampla Juniors,Sisley,1,1
09.11. 00:00,Sud America,Penarol,2,3
08.11. 21:00,Danubio,Plaza Colonia,2,2
08.11. 21:00,Defensor Sp.,Racing Montevideo,4,2
08.11. 21:00,Juventud,River Plate,1,0
08.11. 21:00,Wanderers,CA Cerro,2,3
05.11. 23:00,Penarol,Defensor Sp.,3,1
05.11. 20:30,CA Cerro,Danubio,1,2
05.11. 20:30,Sisley,Fenix,1,1
05.11. 20:00,Boston River,Wanderers,1,1
04.11. 20:30,Liverpool M.,Nacional,1,4
04.11. 20:30,Plaza Colonia,Juventud,1,0
04.11. 20:30,Racing Montevideo,Rampla Juniors,0,0
04.11. 20:30,River Plate,Sud America,1,2
15.10. 21:30,Boston River,CA Cerro,1,0
15.10. 21:30,Juventud,Danubio,2,1
15.10. 21:30,Nacional,Sisley,1,2
15.10. 21:30,Sud America,Plaza Colonia,2,2
15.10. 21:30,Wanderers,Liverpool M.,2,1
14.10. 23:00,Rampla Juniors,Penarol,1,4
14.10. 21:30,Fenix,Racing Montevideo,1,2
14.10. 20:30,Defensor Sp.,River Plate,2,1
08.10. 21:30,CA Cerro,Juventud,3,2
08.10. 21:30,Danubio,Sud America,1,0
08.10. 21:30,Plaza Colonia,Defensor Sp.,1,2
08.10. 21:30,Sisley,Wanderers,1,1
07.10. 23:00,Penarol,Fenix,3,0
07.10. 21:30,Racing Montevideo,Boston River,1,1
24.09. 01:00,Racing Montevideo,Nacional,0,1
23.09. 21:00,Liverpool M.,Boston River,1,2
23.09. 21:00,River Plate,Rampla Juniors,3,1
18.09. 21:00,Boston River,Sisley,1,0
18.09. 21:00,Sud America,Juventud,1,1
17.09. 21:00,Nacional,Penarol,0,2
16.09. 21:00,Defensor Sp.,Danubio,1,0
16.09. 21:00,Fenix,River Plate,0,0
16.09. 21:00,Liverpool M.,CA Cerro,1,0
16.09. 21:00,Rampla Juniors,Plaza Colonia,2,0
16.09. 21:00,Wanderers,Racing Montevideo,1,1
12.09. 21:00,CA Cerro,Sud America,2,1
12.09. 21:00,Plaza Colonia,Fenix,1,3
12.09. 21:00,River Plate,Nacional,2,1
12.09. 21:00,Sisley,Liverpool M.,0,3
10.09. 00:00,Penarol,Wanderers,2,0
09.09. 21:00,Danubio,Rampla Juniors,1,1
09.09. 21:00,Juventud,Defensor Sp.,0,1
04.09. 00:00,Boston River,Penarol,0,1
03.09. 21:00,Defensor Sp.,Sud America,3,2
03.09. 21:00,Liverpool M.,Racing Montevideo,1,1
03.09. 21:00,Sisley,CA Cerro,2,1
03.09. 00:00,Nacional,Plaza Colonia,1,0
02.09. 21:00,Fenix,Danubio,0,1
02.09. 21:00,Rampla Juniors,Juventud,2,1
02.09. 21:00,Wanderers,River Plate,2,2
27.08. 20:30,Danubio,Nacional,1,1
27.08. 20:30,Plaza Colonia,Wanderers,1,0
27.08. 20:30,Racing Montevideo,Sisley,0,2
27.08. 20:30,Sud America,Rampla Juniors,1,1
26.08. 23:30,Penarol,Liverpool M.,2,1
26.08. 20:30,CA Cerro,Defensor Sp.,0,3
26.08. 20:30,Juventud,Fenix,0,2
26.08. 20:30,River Plate,Boston River,1,1
20.08. 20:30,Liverpool M.,River Plate,0,4
20.08. 20:30,Rampla Juniors,Defensor Sp.,2,2
20.08. 20:30,Sisley,Penarol,0,4
20.08. 20:30,Wanderers,Danubio,1,3
19.08. 20:30,Boston River,Plaza Colonia,3,0
19.08. 20:30,Fenix,Sud America,2,3
19.08. 20:30,Nacional,Juventud,3,0
19.08. 20:30,Racing Montevideo,CA Cerro,0,1
16.07. 21:00,Nacional,Defensor Sp.,1,0
09.07. 20:00,CA Cerro,Nacional,0,2
09.07. 20:00,Danubio,Juventud,0,0
09.07. 20:00,Racing Montevideo,River Plate,1,1
09.07. 20:00,Wanderers,Sud America,2,0
08.07. 21:00,Penarol,Defensor Sp.,2,3
08.07. 20:00,Fenix,Sisley,2,1
08.07. 20:00,Rampla Juniors,Liverpool M.,1,0
07.07. 20:00,Boston River,Plaza Colonia,0,1
02.07. 20:00,Fenix,Boston River,1,2
02.07. 20:00,Liverpool M.,Penarol,1,2
02.07. 20:00,Plaza Colonia,Defensor Sp.,0,2
02.07. 20:00,Sisley,Rampla Juniors,1,2
01.07. 23:00,Sud America,Nacional,0,3
01.07. 20:00,Juventud,CA Cerro,1,1
01.07. 20:00,Racing Montevideo,Wanderers,0,1
01.07. 20:00,River Plate,Danubio,0,2
25.06. 23:00,Nacional,Juventud,3,1
25.06. 20:00,Boston River,Sisley,3,1
25.06. 20:00,CA Cerro,Sud America,2,1
25.06. 20:00,Defensor Sp.,Liverpool M.,2,0
25.06. 20:00,Wanderers,River Plate,2,2
24.06. 23:00,Penarol,Plaza Colonia,4,1
24.06. 20:00,Danubio,Racing Montevideo,1,2
24.06. 20:00,Rampla Juniors,Fenix,1,1
18.06. 23:00,Sisley,Penarol,1,2
18.06. 20:00,Danubio,Wanderers,0,1
18.06. 20:00,Liverpool M.,Plaza Colonia,1,1
18.06. 20:00,Rampla Juniors,Boston River,1,0
17.06. 20:00,Fenix,Defensor Sp.,1,1
17.06. 20:00,Juventud,Sud America,2,2
17.06. 20:00,Racing Montevideo,Nacional,1,3
