date,home_team,away_team,home_score,away_score
14.06. 02:00,Sport Boys,Petrolero de Yacuiba,2,0
09.06. 21:30,Petrolero de Yacuiba,Sport Boys,1,1
02.06. 22:00,Sport Boys,Petrolero de Yacuiba,2,2
27.05. 00:00,Oriente Petrolero,Bolivar,2,1
26.05. 22:00,Real Potosi,U. Sucre,2,1
26.05. 22:00,San Jose,Aurora,4,0
26.05. 21:30,Petrolero de Yacuiba,Blooming,4,0
23.05. 02:00,The Strongest,Wilstermann,2,0
23.05. 00:00,La Paz,Nacional Potosi,1,5
20.05. 21:30,Petrolero de Yacuiba,La Paz,2,1
19.05. 22:00,Aurora,Blooming,3,1
19.05. 22:00,Bolivar,Nacional Potosi,2,1
19.05. 22:00,Oriente Petrolero,Wilstermann,6,2
19.05. 22:00,San Jose,U. Sucre,2,1
18.05. 22:00,The Strongest,Real Potosi,1,1
16.05. 02:00,Nacional Potosi,The Strongest,1,2
13.05. 00:00,Blooming,Real Potosi,4,0
12.05. 21:30,Nacional Potosi,Oriente Petrolero,1,1
12.05. 21:30,The Strongest,La Paz,5,0
12.05. 21:30,U. Sucre,Bolivar,0,4
12.05. 21:30,Wilstermann,Aurora,3,2
11.05. 21:30,Petrolero de Yacuiba,San Jose,1,2
10.05. 02:00,Real Potosi,Wilstermann,2,1
09.05. 02:00,Aurora,Nacional Potosi,1,1
09.05. 02:00,Bolivar,San Jose,2,1
09.05. 02:00,Oriente Petrolero,U. Sucre,2,0
09.05. 00:00,La Paz,Blooming,1,1
08.05. 21:30,Petrolero de Yacuiba,The Strongest,1,1
06.05. 00:00,Blooming,The Strongest,3,4
05.05. 22:00,Nacional Potosi,Real Potosi,0,0
05.05. 21:30,San Jose,Oriente Petrolero,4,0
05.05. 21:30,U. Sucre,Aurora,2,0
05.05. 02:00,Bolivar,Petrolero de Yacuiba,2,0
04.05. 22:00,Wilstermann,La Paz,7,0
03.05. 02:00,Blooming,San Jose,1,1
01.05. 22:00,Aurora,The Strongest,2,2
29.04. 00:00,Blooming,Oriente Petrolero,2,2
28.04. 22:00,The Strongest,Aurora,1,2
28.04. 21:30,Nacional Potosi,San Jose,1,4
28.04. 21:30,Wilstermann,Bolivar,5,0
28.04. 20:00,La Paz,Real Potosi,0,0
27.04. 22:00,U. Sucre,Petrolero de Yacuiba,1,0
25.04. 02:00,Bolivar,The Strongest,1,1
25.04. 02:00,San Jose,Nacional Potosi,1,0
22.04. 00:30,Blooming,Nacional Potosi,2,1
21.04. 22:00,Aurora,Oriente Petrolero,0,0
21.04. 22:00,Real Potosi,Bolivar,0,2
21.04. 22:00,The Strongest,U. Sucre,1,4
21.04. 21:30,Petrolero de Yacuiba,Wilstermann,2,0
21.04. 20:00,La Paz,San Jose,3,1
19.04. 02:00,San Jose,Real Potosi,0,3
18.04. 02:30,Oriente Petrolero,Petrolero de Yacuiba,1,0
18.04. 02:00,Bolivar,Aurora,4,2
18.04. 02:00,Wilstermann,Blooming,1,1
18.04. 00:45,U. Sucre,La Paz,3,0
14.04. 23:00,U. Sucre,Blooming,0,0
14.04. 22:00,Aurora,Petrolero de Yacuiba,3,1
14.04. 22:00,La Paz,Bolivar,1,3
14.04. 21:00,San Jose,The Strongest,1,1
14.04. 00:30,Oriente Petrolero,Real Potosi,2,1
13.04. 22:00,Nacional Potosi,Wilstermann,1,1
11.04. 02:05,The Strongest,Bolivar,2,0
05.04. 02:00,Real Potosi,Aurora,1,0
04.04. 21:30,Petrolero de Yacuiba,Nacional Potosi,2,1
04.04. 02:00,La Paz,Oriente Petrolero,0,2
04.04. 02:00,Wilstermann,U. Sucre,1,0
01.04. 00:00,Oriente Petrolero,The Strongest,4,1
31.03. 22:00,Bolivar,Blooming,3,1
31.03. 21:30,Real Potosi,Petrolero de Yacuiba,1,1
31.03. 21:30,San Jose,Wilstermann,2,0
31.03. 21:30,U. Sucre,Nacional Potosi,3,1
30.03. 21:00,Aurora,La Paz,2,1
29.03. 01:00,San Jose,Petrolero de Yacuiba,4,1
28.03. 22:30,Real Potosi,The Strongest,2,3
10.03. 23:30,Oriente Petrolero,Blooming,3,2
